Name,Price,Images,Details
High Noon Pineapple Vodka Seitzer,$12.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e8976c4a-1a67-4f1e-b25f-fd44a99964da.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9ebab02b-50b3-4a5c-930d-2fa1c3889ce5.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ad60eac4-de11-407b-8b8a-ab972150dbf2.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a5d5e208-f479-4e4a-a83d-19da17b8ec60.jpg","Live like the sun's out with High Noon Pineapple Vodka Seltzer. Made with real vodka & real juice, sparkling water and natural flavors, this vodka seltzer features juicy and sweet pineapple flavors in a crisp, lively, sparkling drink. With 100 calories, this pineapple hard seltzer is gluten free with no added sugar. Just toss these cans in the cooler or the fridge for convenient drinks during your next sunny adventure. High Noon Pineapple Vodka Seltzer is perfect when sipped ice cold at a backyard barbecue or for day drinking by the pool. Each can has 4.5% alcohol by volume."
Jose Cuervo Authentic Margarita Classic Lime Cocktail,$16.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_535ca340-6d6f-4154-a8d8-ab3129882c6b.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_39c56d7e-9732-4cf1-8eb8-d1eaeb9a95b0.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d210267a-3f9e-4031-b325-3bf2e443a516.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_575354e9-1d9f-4d68-aa58-af317813ed29.jpg","Cuervo ready-to-serve margaritas come in many classic, fruity and fun flavors made exclusively with Jose Cuervo® tequila. Jose Cuervo® Authentic Margaritas offer the convenience of a one-step margarita with plenty of ways to enjoy it:, • Pour over Ice, • Blend, • Make it a spritz/add sparkling water, • Garnish with a lemon slice or pink dragon fruit, • Sugar rim recommended!"
Jägermeister Liqueur,$29.99,https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bd1fe355-25a8-4c0b-a7a9-5568f42dcd9f.jpeg,"Dark, bold and packed with intense flavor, Jägermeister is unlike any liqueur you've ever enjoyed before. A true classic, the Jägermeister secret recipe hasn't changed since it was first made in 1934 in Wolfenbüttel, Germany. This dark-colored liqueur is made with 56 botanicals of herbs, roots, fruits, and spices sourced from all over the world for a complex flavor profile. The herbs and spices are blended together then steeped in water and alcohol to extract flavors before resting in oak barrels for nearly a year. The base is then mixed with water, caramelized sugar and alcohol before being bottled. Before this herbal liqueur reaches your glass, Jägermeister undergoes 383 quality checks from start to finish. Jägermeister’s flavor consists of five distinct notes, sweet, bitter, citrus, spicy, and aromatic, working together to create a balanced cordial that is unlike anything else. Initial tasting notes of anise, fennel, coffee, orange, burnt sugar and cola come to the forefront with a smooth, complex finish that is not overly sweet. Originally a celebratory drink for hunters, it's the ideal drink to mark any special occasion. Celebrate big wins, birthdays and milestone moments or kick off a well-deserved weekend with this iconic liqueur. The best way to enjoy Jägermeister is in the form of an ice-cold shot, served straight from the freezer. Jägermeister also brings complex flavor to a variety of classic cocktails. Embrace originality and try a Jägermeister Mule, Jägermeister Old Fashioned or Jägermeister and Tonic for delicious mixed drinks. Jägermeister has 35% ABV and should be enjoyed responsibly. Jägermeister is embraced by those who push the boundaries and rewrite the rules in every field. Long may it continue…"
Grey Goose Vodka,$36.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_99b6878c-dc93-493d-9863-975dedebf764.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_35f3cbf6-88a5-4b2a-bb13-599d1d3671cb.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5a4dfe9c-696b-47af-9d88-ddaacf2a074d.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47701682-7f9e-4e31-a00b-99504ed8030a.jpg","GREY GOOSE Vodka is a high quality, smooth liquor that you can enjoy on any occasion when you want an exquisitely flavorful experience. This premium vodka alcohol combines the finest ingredients from France and delivers a delicate and floral aroma with a sweet and round palette. At 40% alcohol by volume and inspired by nature, this exquisite vodka is distilled only once to preserve the natural flavors, aromas and that bold, toffee finish. You can add this extraordinary GREY GOOSE Vodka liquor to a number of cocktails, such as a dry Vodka Martini cocktail, Moscow Mule, Vodka Soda or a classic Bloody Mary so you can live like you’re the special occasion. You can also pair this vodka drink with any type of breads, cheeses or fish platters to really add to the tasteful experience. This vodka is gluten free for those who have dietary restrictions but still want to enjoy an effortlessly sophisticated drink. Let the quality speak for itself., • One 750 ml bottle of GREY GOOSE Vodka, • A high quality hard liquor that allows you to effortlessly enjoy on any occasion when you want an exquisitely flavorful experience, • Combining the best ingredients from France, such as soft winter wheat and Gensac spring water to deliver a delicate and floral aroma, • 80 proof vodka that is distilled only once to preserve the integrity of the taste, • Extraordinary vodka with a sweet, round palette and a bold, toffee finish"
Bulleit Bourbon Whiskey,$29.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_48400201-c2d2-4fc0-ba08-95c039835948.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_893be6c0-29b3-41c5-88a8-69f0286873b0.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_890a4af9-1a28-47b0-b44d-a57330a98ef8.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cca6c4f2-ad4d-47f4-b5d2-230ac4fb06bc.jpg","Bulleit Bourbon Whiskey has hints of maple, oak, and nutmeg. Simply serve neat or on the rocks. It was awarded a Gold Medal in 2021 at the San Francisco World Spirits Competition."
Seagram's Whiskey,$23.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_243cf17e-97e8-4281-920a-0471da950430.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7926a624-cd86-4859-8be0-3d453ce6a86b.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_596960b2-6ea8-4b24-b3a7-2610d7b9d902.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7537f0e9-2c00-4628-8b0f-686b60467536.jpg","Seagram's 7 Crown American Blended Whiskey has a smooth, slightly sweet taste that leaves your palate with a creamy, vanilla finish. Best enjoyed neat or on the rocks. Perfect as a gift or for any celebration."
Tito's Handmade Vodka,$16.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a58a461c-d0a3-41a0-840d-16befa7d1e86.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5478ffa0-2869-461c-b346-089694efca51.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8eb976fc-56c1-4019-9430-684df5391d2f.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_66cdf6de-887c-4b41-b027-900fac279ad9.jpg","Tito’s Handmade Vodka is America's Original Craft Vodka produced in Austin, Texas. Tito’s is known for its high-quality product, charitable giving, and goal to make people happy while making the world a better place. Tito’s is crafted in old-fashioned pot stills with each batch taste-tested. Exceptionally smooth with an impeccably clean finish, our unflavored, low-calorie vodka is six times distilled, made from corn, and naturally gluten-free with no carbs or sugar*. From a Bloody Mary at brunch, a Transfusion on the golf course, or a simple Tito’s and soda with friends, make every occasion a celebration with Tito’s!, Tito’s Handmade Vodka turns spirits into love and goodness with Love, Tito’s, the philanthropic heart of the company, supporting thousands of nonprofit organizations across the U.S. — and around the world — amplifying their missions of disaster relief and response, community building, animal welfare, veteran services, and so much more., Available in Liter, 1.75L, 750mL, 375mL, 200mL, 100mL, and 50mL sizes. For more information, visit titosvodka.com., *(Average Analysis per 1.5 oz Tito’s Handmade Vodka: 98 calories, Carbohydrates 0 grams, Protein 0 grams, Fat 0 grams, Sugar 0 grams)"
High Noon Peach Vodka Seltzer,$12.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b332f638-c680-463b-9b77-40d94a0c76b9.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a39afceb-418a-4265-85d8-22113fda35d7.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cc8b13d8-ddd7-40d2-9368-a1e95c7e4ae6.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_34a27b81-d5ad-4ffc-bbdb-db0575900e9b.jpg","Live like the sun's out with High Noon Peach Vodka Seltzer. Made with real vodka & real juice, sparkling water and natural flavors, this vodka seltzer has ripe and tangy peach flavors in a crisp, lively, sparkling drink. With 100 calories, this peach hard seltzer is gluten free with no added sugar. Just toss these cans in the cooler or the fridge for convenient drinks during your next sunny adventure. High Noon Peach Vodka Seltzer is perfect when sipped ice cold paired with porch swing sunsets and long days at the lake. Each can has 4.5% alcohol by volume."
Jameson Original Irish Whiskey,$47.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_84a21602-dff1-4ada-94fc-7bc8f87c47b1.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_32b4facb-5ef9-4963-8d19-de61fe3e7e5a.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e1aa169f-420f-41d2-8df0-101b93dc2aa2.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_abcdab14-b52f-4514-93a0-5eb9e97c32bf.jpg","Jameson Irish Whiskey is a triple-distilled blended Irish whiskey made from the best-of-pot still and fine grain whiskeys. Jameson uses carefully selected ingredients like locally sourced barley from Ireland and water from the Dungourney River that flows right through its distillery. To achieve a signature smoothness, it's made with triple distilled Jameson Whiskey. This tradition began in 1780 and we continue this legacy. Next, it's aged in oak casks for a minimum of four years to achieve a classic Irish whiskey taste. This one-of-a-kind whiskey showcases the perfect balance of spicy, nutty and vanilla notes; hints of sweet sherry; and a smooth, lingering finish. Enjoy this liquor neat, on the rocks, or in classic cocktails and alcohol drinks like a Whiskey Sour or an Old Fashioned. You’ll taste the care and craftsmanship Jameson puts into its whiskeys from grain to glass, so live “without fear” or “Sine Metu,” as it proudly says on the label. Drink Responsibly., BLENDED IRISH WHISKEY: Crafted from the best pot still and fine grain whiskeys to create a one-of-a-kind blend, INCLUDES: One 1.75 L bottle of Jameson Irish Whiskey; 80 proof or 40% alcohol by volume; Drink responsibly, SERVE IT YOUR WAY: Enjoy this alcohol neat; on the rocks; with a splash of water; or in a Jameson, Ginger & Lime cocktail, FLAVOR AND AROMA: Distinct flavor with spicy, nutty, vanilla notes, and hints of sweet sherry, balanced with a light floral fragrance, SIGNATURE DISTILLATION PROCESS: This Jameson Whiskey is triple distilled for its signature smoothness"
Woodford Reserve Kentucky Straight Bourbon Whiskey,$38.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1a4e2551-0826-401e-98da-3eb614685e98.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1dc817e1-9d29-4f8b-9d41-78748974be29.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1066af26-7fc2-4b65-957a-021d5de83567.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_976acd2d-dbcc-44c6-98f2-e030ccdc9290.png","Woodford Reserve Kentucky Straight Bourbon Whiskey is built around flavor. The perfectly balanced taste of this Kentucky whiskey is comprised of more than 200 detectable flavor notes, from bold grain and wood to sweet aromatics of spice, fruit and floral notes. Aged perfectly in a bourbon barrel, this alcohol liquor has a clear, brilliant honey, amber appearance. Craft delicious alcohol drinks and cocktails like a Mint Julep, Old Fashioned or Rye Manhattan with this bourbon whiskey at the heart of each recipe. Enjoy Woodford Reserve Bourbon at the dinner table, while out with friends, or as a flavorful drink on the weekends. Woodford Reserve Bourbon Whiskey bottles are full of a heavy aroma of rich dried fruit, and a smooth taste of complex citrus and spice notes with a satisfying finish. Crafted Carefully. Drink Responsibly."
Hornitos Blanco Tequila,$26.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f904bb18-cc1a-4c21-814e-9d11b6eba0a3.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cfd93aa6-b8db-435c-a3ad-924e151ef62e.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f2d2b3f4-45b4-40ad-b67f-c8c1f89eaa6e.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4c5dd350-8de6-4631-90a6-ee5c28d56b3f.png","Looking for a smooth tasting tequila made from 100% blue agave? Our Hornitos Blanco is it. Clean, lively and well-rounded, it's a shot worth taking. The agave-forward flavor is complemented by hints of herbs, flowers and citrus fruit, making it enjoyable from start to finish. Sip it as a shot, mix it into a margarita or try it in a paloma cocktail for a refreshing drink. For a paloma, pour one part Hornitos Blanco Tequila over ice, followed by two parts ruby red grapefruit juice and one part simple syrup. Top it off with soda water, stir, and garnish with a wedge of lime. Hornitos Blanco is so smooth because it's double-distilled. It's made from 100% Blue Weber Agave, fresh-pressed for a balanced flavor. We keep the process clean and simple to maintain a lively, fiesta-ready flavor. The result is a crystal clear Tequila with shimmering hints of silver. Our Tequila was boldly created in 1950 to honor Mexican independence and the revolutionary spirit of our founder, Don Francisco Javier Sauza. His passion for tequila innovation led him to roast the pinas in small ovens, or Hornitos, rather than over an open flame. To this day, Hornitos Blanco stands for our shot-taking spirit., • Tequila proudly made in Jalisco, Mexico, in honor of Mexican Independence Day, • Smooth Tequila made from 100% blue agave, • Lively agave flavor with floral, herbal and citrus notes, • Enjoy sipping Hornitos Blanco Tequila neat, on the rocks or in cocktail drinks, • Hornitos Blanco tequila is an ideal liquor for making beverages such as a Margarita or Paloma, • Tequila 100% Puro De Agave"
