Product Name,Price,Color,Image URLs,Selling Point,Selling Points
Halloween Women's T Shirt Graphic Witch Vintage Stylish Classic Long Sleeve Crew Neck Round Neck Regular Tops Daily Weekend Print Black Wine Blue Purple Green Spring Fall,$22.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/bqvmhc1751971377164.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/glgdys1751971379384.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jxgbnp1751971381329.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/wnjfas1751971383487.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Witch Vintage Stylish Classic Long Sleeve Crew Neck Round Neck Regular Tops Daily Weekend Print Black Wine Blue Purple Green Spring Fall,$22.99,Wine,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/bqvmhc1751971377164.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/glgdys1751971379384.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jxgbnp1751971381329.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/wnjfas1751971383487.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Witch Vintage Stylish Classic Long Sleeve Crew Neck Round Neck Regular Tops Daily Weekend Print Black Wine Blue Purple Green Spring Fall,$22.99,Beige,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/bqvmhc1751971377164.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/glgdys1751971379384.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jxgbnp1751971381329.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/wnjfas1751971383487.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Witch Vintage Stylish Classic Long Sleeve Crew Neck Round Neck Regular Tops Daily Weekend Print Black Wine Blue Purple Green Spring Fall,$22.99,Green,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/bqvmhc1751971377164.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/glgdys1751971379384.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jxgbnp1751971381329.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/wnjfas1751971383487.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Witch Vintage Stylish Classic Long Sleeve Crew Neck Round Neck Regular Tops Daily Weekend Print Black Wine Blue Purple Green Spring Fall,$22.99,Purple,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/bqvmhc1751971377164.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/glgdys1751971379384.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jxgbnp1751971381329.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/wnjfas1751971383487.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Witch Vintage Stylish Classic Long Sleeve Crew Neck Round Neck Regular Tops Daily Weekend Print Black Wine Blue Purple Green Spring Fall,$22.99,Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/bqvmhc1751971377164.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/glgdys1751971379384.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jxgbnp1751971381329.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/wnjfas1751971383487.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Women's Leggings Vacation Vintage Fashion Full Length High WaistPantsHalloween Graphic Letter Printing Soft Breathable Stretchy Formal Outdoor Vacation Black White Summer Spring Fall Slim Fit,$18.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/agnrha1752144391453.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/qghjpr1752144392225.jpg","['1.', 'Waistline: High Waist']",
Women's Leggings Vacation Vintage Fashion Full Length High WaistPantsHalloween Graphic Letter Printing Soft Breathable Stretchy Formal Outdoor Vacation Black White Summer Spring Fall Slim Fit,$18.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/agnrha1752144391453.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/qghjpr1752144392225.jpg","['1.', 'Waistline: High Waist']",
Women's Pullover Sweatshirt Graphic Halloween Casual Long Sleeve Crew Neck Round Neck Regular Tops Street Casual Holiday Print White Pink Blue Orange Gray Spring Fall Winter,$25.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/lugzjs1752144374275.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/kcqnwq1752144375275.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/gzbwzl1752144376150.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/wokbny1752144377745.jpg",,"['1.', 'Neckline: Crew Neck', '2.', 'Design: Print']"
Women's Pullover Sweatshirt Graphic Halloween Casual Long Sleeve Crew Neck Round Neck Regular Tops Street Casual Holiday Print White Pink Blue Orange Gray Spring Fall Winter,$25.99,Orange,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/lugzjs1752144374275.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/kcqnwq1752144375275.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/gzbwzl1752144376150.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/wokbny1752144377745.jpg",,"['1.', 'Neckline: Crew Neck', '2.', 'Design: Print']"
Women's Pullover Sweatshirt Graphic Halloween Casual Long Sleeve Crew Neck Round Neck Regular Tops Street Casual Holiday Print White Pink Blue Orange Gray Spring Fall Winter,$25.99,Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/lugzjs1752144374275.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/kcqnwq1752144375275.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/gzbwzl1752144376150.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/wokbny1752144377745.jpg",,"['1.', 'Neckline: Crew Neck', '2.', 'Design: Print']"
Women's Pullover Sweatshirt Graphic Halloween Casual Long Sleeve Crew Neck Round Neck Regular Tops Street Casual Holiday Print White Pink Blue Orange Gray Spring Fall Winter,$25.99,Gray,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/lugzjs1752144374275.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/kcqnwq1752144375275.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/gzbwzl1752144376150.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/wokbny1752144377745.jpg",,"['1.', 'Neckline: Crew Neck', '2.', 'Design: Print']"
Women's Pullover Sweatshirt Graphic Halloween Casual Long Sleeve Crew Neck Round Neck Regular Tops Street Casual Holiday Print White Pink Blue Orange Gray Spring Fall Winter,$25.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/lugzjs1752144374275.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/kcqnwq1752144375275.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/gzbwzl1752144376150.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/wokbny1752144377745.jpg",,"['1.', 'Neckline: Crew Neck', '2.', 'Design: Print']"
Halloween Women's T Shirt Graphic Cat Ghost Vintage Stylish Classic Long Sleeve Crew Neck Round Neck Regular Tops Daily Weekend Print Pink Blue Purple Green Khaki Spring Fall,$22.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/dfmgtf1752144382124.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jhbzav1752144382920.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/boesio1752144383604.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/sfrfan1752144384426.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Cat Ghost Vintage Stylish Classic Long Sleeve Crew Neck Round Neck Regular Tops Daily Weekend Print Pink Blue Purple Green Khaki Spring Fall,$22.99,Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/dfmgtf1752144382124.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jhbzav1752144382920.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/boesio1752144383604.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/sfrfan1752144384426.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Cat Ghost Vintage Stylish Classic Long Sleeve Crew Neck Round Neck Regular Tops Daily Weekend Print Pink Blue Purple Green Khaki Spring Fall,$22.99,Purple,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/dfmgtf1752144382124.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jhbzav1752144382920.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/boesio1752144383604.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/sfrfan1752144384426.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Cat Ghost Vintage Stylish Classic Long Sleeve Crew Neck Round Neck Regular Tops Daily Weekend Print Pink Blue Purple Green Khaki Spring Fall,$22.99,Green,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/dfmgtf1752144382124.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jhbzav1752144382920.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/boesio1752144383604.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/sfrfan1752144384426.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Cat Ghost Vintage Stylish Classic Long Sleeve Crew Neck Round Neck Regular Tops Daily Weekend Print Pink Blue Purple Green Khaki Spring Fall,$22.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/dfmgtf1752144382124.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jhbzav1752144382920.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/boesio1752144383604.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/sfrfan1752144384426.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Women's Sweatshirts Graphic Halloween Casual Long Sleeve Crew Neck Regular Tops Street Dailywear Casual Print Black White Green Spring Fall Winter,$24.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jcxgsf1752143658614.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/qmbynq1752143660104.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/zwfxjp1752143660922.jpg",,"['1.', 'Neckline: Crew Neck', '2.', 'Design: Print', '3.', 'Fit Type: Loose Fit']"
Women's Sweatshirts Graphic Halloween Casual Long Sleeve Crew Neck Regular Tops Street Dailywear Casual Print Black White Green Spring Fall Winter,$24.99,White,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jcxgsf1752143658614.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/qmbynq1752143660104.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/zwfxjp1752143660922.jpg",,"['1.', 'Neckline: Crew Neck', '2.', 'Design: Print', '3.', 'Fit Type: Loose Fit']"
Women's Sweatshirts Graphic Halloween Casual Long Sleeve Crew Neck Regular Tops Street Dailywear Casual Print Black White Green Spring Fall Winter,$24.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/jcxgsf1752143658614.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/qmbynq1752143660104.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/zwfxjp1752143660922.jpg",,"['1.', 'Neckline: Crew Neck', '2.', 'Design: Print', '3.', 'Fit Type: Loose Fit']"
Halloween Women's T Shirt Graphic Pumpkin Ghost Vintage Stylish Classic Short Sleeve Crew Neck Regular Tops Daily Weekend Print Black White Blue Purple Green Summer Fall,$19.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/qakpnt1752143580579.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/zhicix1752143581937.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/pfvado1752143583217.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/fpvkmi1752143584275.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Pumpkin Ghost Vintage Stylish Classic Short Sleeve Crew Neck Regular Tops Daily Weekend Print Black White Blue Purple Green Summer Fall,$19.99,Green,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/qakpnt1752143580579.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/zhicix1752143581937.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/pfvado1752143583217.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/fpvkmi1752143584275.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Pumpkin Ghost Vintage Stylish Classic Short Sleeve Crew Neck Regular Tops Daily Weekend Print Black White Blue Purple Green Summer Fall,$19.99,Khaki,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/qakpnt1752143580579.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/zhicix1752143581937.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/pfvado1752143583217.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/fpvkmi1752143584275.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Pumpkin Ghost Vintage Stylish Classic Short Sleeve Crew Neck Regular Tops Daily Weekend Print Black White Blue Purple Green Summer Fall,$19.99,Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/qakpnt1752143580579.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/zhicix1752143581937.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/pfvado1752143583217.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/fpvkmi1752143584275.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Pumpkin Ghost Vintage Stylish Classic Short Sleeve Crew Neck Regular Tops Daily Weekend Print Black White Blue Purple Green Summer Fall,$19.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/qakpnt1752143580579.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/zhicix1752143581937.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/pfvado1752143583217.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/fpvkmi1752143584275.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Pumpkin Ghost Vintage Stylish Classic Short Sleeve Crew Neck Regular Tops Daily Weekend Print Black White Blue Purple Green Summer Fall,$19.99,White,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/qakpnt1752143580579.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/zhicix1752143581937.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/pfvado1752143583217.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/fpvkmi1752143584275.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: Crew Neck']"
Halloween Women's T Shirt Graphic Letter Halloween Vintage Stylish Classic Short Sleeve V Neck Regular Tops Daily Print Red Summer Spring,$19.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/pdntif1752143556592.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/uhaypz1752143558278.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/whsppm1752143559061.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: V Neck']"
Halloween Women's T Shirt Graphic Letter Halloween Vintage Stylish Classic Short Sleeve V Neck Regular Tops Daily Print Black White Blue Green Gray Summer Spring,$19.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/cswbro1752143551230.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/utsqiu1752143552166.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/vmwgsl1752143553334.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/snvnws1752143554814.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: V Neck']"
Halloween Women's T Shirt Graphic Letter Halloween Vintage Stylish Classic Short Sleeve V Neck Regular Tops Daily Print Black White Blue Green Gray Summer Spring,$19.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/cswbro1752143551230.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/utsqiu1752143552166.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/vmwgsl1752143553334.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/snvnws1752143554814.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: V Neck']"
Halloween Women's T Shirt Graphic Letter Halloween Vintage Stylish Classic Short Sleeve V Neck Regular Tops Daily Print Black White Blue Green Gray Summer Spring,$19.99,Green,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/cswbro1752143551230.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/utsqiu1752143552166.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/vmwgsl1752143553334.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/snvnws1752143554814.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: V Neck']"
Halloween Women's T Shirt Graphic Letter Halloween Vintage Stylish Classic Short Sleeve V Neck Regular Tops Daily Print Black White Blue Green Gray Summer Spring,$19.99,Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/cswbro1752143551230.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/utsqiu1752143552166.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/vmwgsl1752143553334.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/snvnws1752143554814.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: V Neck']"
Halloween Women's T Shirt Graphic Letter Halloween Vintage Stylish Classic Short Sleeve V Neck Regular Tops Daily Print Black White Blue Green Gray Summer Spring,$19.99,Gray,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/cswbro1752143551230.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/utsqiu1752143552166.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/vmwgsl1752143553334.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/snvnws1752143554814.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: V Neck']"
Halloween Women's T Shirt Graphic Halloween Monster Elegant Vintage Stylish Long Sleeve V Neck Regular Tops Daily Going out Weekend Print Orange Spring Fall,$22.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/ligiag1752143561853.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/awknrp1752143562628.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/thoiue1752143563395.jpg",,"['1.', 'Design: Print', '2.', 'Neckline: V Neck']"
