Product Name,Discount Price,Actual Price,Color,SKU,Image URLs,US Size,CA Size,UK Size,AU Size,EU Size,BR Size,FR Size,RU Size,Style,Type,Material,Neckline,Sleeve Style,Length,Pattern Type,Decoration,Fit Type,Occasion,Package Include,Fabric Elasticity,Sheer,Care Instructions,Sleeve Type,Waist Line,With Belt
Bandeau Slit Longline Top & High Waist Pants Set,$18.11,$24.14,Yellow,SKU: LZR17965-bwla2-y,"""https://image.geeko.ltd/small/0f9786e7-c3f9-46ab-b0e6-9907c942e55c-53265-pc"", ""https://image.geeko.ltd/small/0f9786e7-c3f9-46ab-b0e6-9907c942e55c-53265-pc"", ""https://image.geeko.ltd/small/0f9786e7-c3f9-46ab-b0e6-9907c942e55c-53265-pc-sec"", ""https://image.geeko.ltd/small/0f9786e7-c3f9-46ab-b0e6-9907c942e55c-53265-pc-0"", ""https://image.geeko.ltd/small/0f9786e7-c3f9-46ab-b0e6-9907c942e55c-53265-pc-1"", ""https://image.geeko.ltd/small/0f9786e7-c3f9-46ab-b0e6-9907c942e55c-53265-pc-2""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Pants Sets, 100%Polyester, Bandeau, Sleeveless, Long, Plain, Slit, Regular," Daily,Vacation", 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Bandeau Slit Longline Top & High Waist Pants Set,$18.11,$24.14,Black,SKU: LZR17965-bwla2-bk,"""https://image.geeko.ltd/small/fae11e6d-4e2e-4885-9cb8-812d426fa109-80426-pc"", ""https://image.geeko.ltd/small/fae11e6d-4e2e-4885-9cb8-812d426fa109-80426-pc"", ""https://image.geeko.ltd/small/fae11e6d-4e2e-4885-9cb8-812d426fa109-80426-pc-sec"", ""https://image.geeko.ltd/small/fae11e6d-4e2e-4885-9cb8-812d426fa109-80426-pc-0"", ""https://image.geeko.ltd/small/fae11e6d-4e2e-4885-9cb8-812d426fa109-80426-pc-1"", ""https://image.geeko.ltd/small/fae11e6d-4e2e-4885-9cb8-812d426fa109-80426-pc-2""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Pants Sets, 100%Polyester, Bandeau, Sleeveless, Long, Plain, Slit, Regular," Daily,Vacation", 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean,,,
2 Piece Faith Geometric Print Outfit Long Sleeve Skew Neck Pullover Tops Stretchy Waist Pants Set Tracksuit,$13.38,$17.84,,SKU: YS2455TA9-bwla2-or,"""https://image.geeko.ltd/small/af139a9f-32b2-42c9-bfe5-95b849432f42-26658-pc"", ""https://image.geeko.ltd/small/af139a9f-32b2-42c9-bfe5-95b849432f42-26658-pc-sec"", ""https://image.geeko.ltd/small/af139a9f-32b2-42c9-bfe5-95b849432f42-26658-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Pants Sets," 95%Polyester,5%Elastane", Skew Neck, Long Sleeve, Long," Geometric,Letter", Pocket, Regular, Daily, 1*Pants Set, Medium Stretch, No, Machine wash or professional dry clean,,,
Tropical Floral Print Front Slit Cami Top & Drawstring Shorts Set,$12.49,$16.65,Green,SKU: LZR18523-bwla2-gr,"""https://image.geeko.ltd/small/9ccdb84e-2341-4953-988c-137e4bc957f1-44467-pc"", ""https://image.geeko.ltd/small/9ccdb84e-2341-4953-988c-137e4bc957f1-44467-pc-sec"", ""https://image.geeko.ltd/small/9ccdb84e-2341-4953-988c-137e4bc957f1-44467-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Shorts Set," 97%Polyester,3%Elastane", Square Neck, Spaghetti Strap, Above Knee," Floral,Tropical"," Drawstring,Slit", Regular," Daily,Vacation", 1* Shorts Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Tropical Floral Print Front Slit Cami Top & Drawstring Shorts Set,$12.49,$16.65,Light Purple,SKU: LZR18523-bwla2-lpu,"""https://image.geeko.ltd/small/a76e5827-774c-4f47-b490-ba312c0024c0-01787-pc"", ""https://image.geeko.ltd/small/a76e5827-774c-4f47-b490-ba312c0024c0-01787-pc-sec"", ""https://image.geeko.ltd/small/a76e5827-774c-4f47-b490-ba312c0024c0-01787-pc-0"", ""https://image.geeko.ltd/small/a76e5827-774c-4f47-b490-ba312c0024c0-01787-pc-1""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Shorts Set," 97%Polyester,3%Elastane", Square Neck, Spaghetti Strap, Above Knee," Floral,Tropical"," Drawstring,Slit", Regular," Daily,Vacation", 1* Shorts Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Tropical Floral Print Front Slit Cami Top & Drawstring Shorts Set,$12.49,$16.65,Blue,SKU: LZR18523-bwla2-bl,"""https://image.geeko.ltd/small/1ac7bacb-e76c-4fef-b483-2ee01b33b8d9-18395-pc"", ""https://image.geeko.ltd/small/1ac7bacb-e76c-4fef-b483-2ee01b33b8d9-18395-pc-sec"", ""https://image.geeko.ltd/small/1ac7bacb-e76c-4fef-b483-2ee01b33b8d9-18395-pc-0"", ""https://image.geeko.ltd/small/1ac7bacb-e76c-4fef-b483-2ee01b33b8d9-18395-pc-1""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Shorts Set," 97%Polyester,3%Elastane", Square Neck, Spaghetti Strap, Above Knee," Floral,Tropical"," Drawstring,Slit", Regular," Daily,Vacation", 1* Shorts Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Cami Top & Flared Leg Pants Set With Coat,$14.33,$19.1,Pink,SKU: LZR18388-bwla2-pi,"""https://image.geeko.ltd/small/0dbde4af-6072-4dda-9119-279e44701568-74625-pc"", ""https://image.geeko.ltd/small/0dbde4af-6072-4dda-9119-279e44701568-74625-pc-sec"", ""https://image.geeko.ltd/small/0dbde4af-6072-4dda-9119-279e44701568-74625-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Suit Set," 93%Polyester,7%Elastane"," Open Front,U-Neck", Sleeveless, Long, Plain, Others, Regular, Daily, 1*Pants Set(With Coat), Non-Stretch, No, Machine wash or professional dry clean,,,
Cami Top & Flared Leg Pants Set With Coat,$14.33,$19.1,Apricot,SKU: LZR18388-bwla2-Ap,"""https://image.geeko.ltd/small/faa83770-60e5-4bc0-950a-9e8a0f242f91-90827-pc"", ""https://image.geeko.ltd/small/faa83770-60e5-4bc0-950a-9e8a0f242f91-90827-pc-sec"", ""https://image.geeko.ltd/small/faa83770-60e5-4bc0-950a-9e8a0f242f91-90827-pc-0"", ""https://image.geeko.ltd/small/faa83770-60e5-4bc0-950a-9e8a0f242f91-90827-pc-1""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Suit Set," 93%Polyester,7%Elastane"," Open Front,U-Neck", Sleeveless, Long, Plain, Others, Regular, Daily, 1*Pants Set(With Coat), Non-Stretch, No, Machine wash or professional dry clean,,,
Crop Cami Top & Ruched Pocket Design Pants Set,$11.05,$14.73,,SKU: WMZY0002-bwss2-pi,"""https://image.geeko.ltd/small/9fcfe7cb-bafd-48eb-9666-95aa931cea4c-77849-pc"", ""https://image.geeko.ltd/small/9fcfe7cb-bafd-48eb-9666-95aa931cea4c-77849-pc"", ""https://image.geeko.ltd/small/9fcfe7cb-bafd-48eb-9666-95aa931cea4c-77849-pc-sec"", ""https://image.geeko.ltd/small/9fcfe7cb-bafd-48eb-9666-95aa931cea4c-77849-pc-0"", ""https://image.geeko.ltd/small/9fcfe7cb-bafd-48eb-9666-95aa931cea4c-77849-pc-1""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Pants Sets, 100%Polyester, Sweetheart Neck, Spaghetti Strap, Long, Contrast Paneled," Pocket,Ruched", Regular, Daily, 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Short Sleeve Buttoned Top & Drawstring Pants Set,$18.85,$25.13,,SKU: WMJY0002-bwss-Ap,"""https://image.geeko.ltd/small/a18f5358-4d4e-4ad3-aea0-bec5da79ab12-01449-pc"", ""https://image.geeko.ltd/small/a18f5358-4d4e-4ad3-aea0-bec5da79ab12-01449-pc"", ""https://image.geeko.ltd/small/a18f5358-4d4e-4ad3-aea0-bec5da79ab12-01449-pc-sec"", ""https://image.geeko.ltd/small/a18f5358-4d4e-4ad3-aea0-bec5da79ab12-01449-pc-0"", ""https://image.geeko.ltd/small/a18f5358-4d4e-4ad3-aea0-bec5da79ab12-01449-pc-1"", ""https://image.geeko.ltd/small/a18f5358-4d4e-4ad3-aea0-bec5da79ab12-01449-pc-2"", ""https://image.geeko.ltd/small/a18f5358-4d4e-4ad3-aea0-bec5da79ab12-01449-pc-3"", ""https://image.geeko.ltd/small/a18f5358-4d4e-4ad3-aea0-bec5da79ab12-01449-pc-4"", ""https://image.geeko.ltd/small/a18f5358-4d4e-4ad3-aea0-bec5da79ab12-01449-pc-5"", ""https://image.geeko.ltd/small/a18f5358-4d4e-4ad3-aea0-bec5da79ab12-01449-pc-6"", ""https://image.geeko.ltd/small/a18f5358-4d4e-4ad3-aea0-bec5da79ab12-01449-pc-7""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Pants Sets, 100%Polyester, Turn-down Collar, Short Sleeve, Long, Plain," Button,Drawstring", Regular, Daily, 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean,,,
V-Neck Buttoned Vest Top & Pocket Design Pants Set,$13.97,$18.63,,SKU: WMZY0001-bwss2-ga,"""https://image.geeko.ltd/small/e627283d-900d-4a15-a293-f6ae92d67ba8-05553-pc"", ""https://image.geeko.ltd/small/e627283d-900d-4a15-a293-f6ae92d67ba8-05553-pc-sec"", ""https://image.geeko.ltd/small/e627283d-900d-4a15-a293-f6ae92d67ba8-05553-pc-0"", ""https://image.geeko.ltd/small/e627283d-900d-4a15-a293-f6ae92d67ba8-05553-pc-1"", ""https://image.geeko.ltd/small/e627283d-900d-4a15-a293-f6ae92d67ba8-05553-pc-2"", ""https://image.geeko.ltd/small/e627283d-900d-4a15-a293-f6ae92d67ba8-05553-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Pants Sets, 100%Polyester, V-Neck, Sleeveless, Long, Contrast Paneled," Button,Pocket", Regular, Daily, 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Buckled Buttoned Cargo Top & Pocket Design Shorts Set,$14.62,$19.49,,SKU: WMJY0003-bwbc-pi,"""https://image.geeko.ltd/small/8c9c1563-df31-4fd8-932f-93491015d4b2-29454-pc"", ""https://image.geeko.ltd/small/8c9c1563-df31-4fd8-932f-93491015d4b2-29454-pc"", ""https://image.geeko.ltd/small/8c9c1563-df31-4fd8-932f-93491015d4b2-29454-pc-sec"", ""https://image.geeko.ltd/small/8c9c1563-df31-4fd8-932f-93491015d4b2-29454-pc-0"", ""https://image.geeko.ltd/small/8c9c1563-df31-4fd8-932f-93491015d4b2-29454-pc-1"", ""https://image.geeko.ltd/small/8c9c1563-df31-4fd8-932f-93491015d4b2-29454-pc-2"", ""https://image.geeko.ltd/small/8c9c1563-df31-4fd8-932f-93491015d4b2-29454-pc-3"", ""https://image.geeko.ltd/small/8c9c1563-df31-4fd8-932f-93491015d4b2-29454-pc-4"", ""https://image.geeko.ltd/small/8c9c1563-df31-4fd8-932f-93491015d4b2-29454-pc-5"", ""https://image.geeko.ltd/small/8c9c1563-df31-4fd8-932f-93491015d4b2-29454-pc-6""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Shorts Set, 100%Polyester, Turn-down Collar, Short Sleeve, Above Knee, Plain," Buckle,Button,Pocket", Regular, Daily, 1*Shorts Set, Non-Stretch, No, Machine wash or professional dry clean,,,
Floral Pattern Bandeau Top & Pants Set,$15.59,$20.79,,SKU: WMPS0021-bwbc-gr,"""https://image.geeko.ltd/small/d447ae39-b1c9-4b74-8a22-44a3f512c92b-01441-pc"", ""https://image.geeko.ltd/small/d447ae39-b1c9-4b74-8a22-44a3f512c92b-01441-pc"", ""https://image.geeko.ltd/small/d447ae39-b1c9-4b74-8a22-44a3f512c92b-01441-pc-sec"", ""https://image.geeko.ltd/small/d447ae39-b1c9-4b74-8a22-44a3f512c92b-01441-pc-0"", ""https://image.geeko.ltd/small/d447ae39-b1c9-4b74-8a22-44a3f512c92b-01441-pc-1"", ""https://image.geeko.ltd/small/d447ae39-b1c9-4b74-8a22-44a3f512c92b-01441-pc-2"", ""https://image.geeko.ltd/small/d447ae39-b1c9-4b74-8a22-44a3f512c92b-01441-pc-3"", ""https://image.geeko.ltd/small/d447ae39-b1c9-4b74-8a22-44a3f512c92b-01441-pc-4"", ""https://image.geeko.ltd/small/d447ae39-b1c9-4b74-8a22-44a3f512c92b-01441-pc-5"", ""https://image.geeko.ltd/small/d447ae39-b1c9-4b74-8a22-44a3f512c92b-01441-pc-6"", ""https://image.geeko.ltd/small/d447ae39-b1c9-4b74-8a22-44a3f512c92b-01441-pc-7""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Pants Sets, 100%Polyester, Bandeau, Sleeveless, Long, Floral, Pocket, Regular," Daily,Vacation", 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Braided Strap Cami Top & Shorts Set,$15.95,$21.26,Hot Pink,SKU: WMLLS0001-bwbc-hp,"""https://image.geeko.ltd/small/eb73436d-1fa9-476b-9899-cf345672ceaa-02432-pc"", ""https://image.geeko.ltd/small/eb73436d-1fa9-476b-9899-cf345672ceaa-02432-pc-sec"", ""https://image.geeko.ltd/small/eb73436d-1fa9-476b-9899-cf345672ceaa-02432-pc-0"", ""https://image.geeko.ltd/small/eb73436d-1fa9-476b-9899-cf345672ceaa-02432-pc-1"", ""https://image.geeko.ltd/small/eb73436d-1fa9-476b-9899-cf345672ceaa-02432-pc-2"", ""https://image.geeko.ltd/small/eb73436d-1fa9-476b-9899-cf345672ceaa-02432-pc-3"", ""https://image.geeko.ltd/small/eb73436d-1fa9-476b-9899-cf345672ceaa-02432-pc-4""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Shorts Set, 100%Polyester, V-Neck, Sleeveless, Above Knee, Plain, Others, Regular," Beach,Daily", 1*Shorts Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Braided Strap Cami Top & Shorts Set,$15.95,$21.26,Orange,SKU: WMLLS0001-bwbc-or,"""https://image.geeko.ltd/small/8b76b200-04e5-4f0a-acc6-e5c745eb0c01-02994-pc"", ""https://image.geeko.ltd/small/8b76b200-04e5-4f0a-acc6-e5c745eb0c01-02994-pc-sec"", ""https://image.geeko.ltd/small/8b76b200-04e5-4f0a-acc6-e5c745eb0c01-02994-pc-0"", ""https://image.geeko.ltd/small/8b76b200-04e5-4f0a-acc6-e5c745eb0c01-02994-pc-1"", ""https://image.geeko.ltd/small/8b76b200-04e5-4f0a-acc6-e5c745eb0c01-02994-pc-2"", ""https://image.geeko.ltd/small/8b76b200-04e5-4f0a-acc6-e5c745eb0c01-02994-pc-3"", ""https://image.geeko.ltd/small/8b76b200-04e5-4f0a-acc6-e5c745eb0c01-02994-pc-4"", ""https://image.geeko.ltd/small/8b76b200-04e5-4f0a-acc6-e5c745eb0c01-02994-pc-5""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Shorts Set, 100%Polyester, V-Neck, Sleeveless, Above Knee, Plain, Others, Regular," Beach,Daily", 1*Shorts Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Braided Strap Cami Top & Shorts Set,$15.95,$21.26,Khaki,SKU: WMLLS0001-bwbc-kh,"""https://image.geeko.ltd/small/ccf5aeab-d651-46dd-9e8a-b46f9c45c03c-02122-pc"", ""https://image.geeko.ltd/small/ccf5aeab-d651-46dd-9e8a-b46f9c45c03c-02122-pc-sec"", ""https://image.geeko.ltd/small/ccf5aeab-d651-46dd-9e8a-b46f9c45c03c-02122-pc-0"", ""https://image.geeko.ltd/small/ccf5aeab-d651-46dd-9e8a-b46f9c45c03c-02122-pc-1"", ""https://image.geeko.ltd/small/ccf5aeab-d651-46dd-9e8a-b46f9c45c03c-02122-pc-2"", ""https://image.geeko.ltd/small/ccf5aeab-d651-46dd-9e8a-b46f9c45c03c-02122-pc-3"", ""https://image.geeko.ltd/small/ccf5aeab-d651-46dd-9e8a-b46f9c45c03c-02122-pc-4"", ""https://image.geeko.ltd/small/ccf5aeab-d651-46dd-9e8a-b46f9c45c03c-02122-pc-5"", ""https://image.geeko.ltd/small/ccf5aeab-d651-46dd-9e8a-b46f9c45c03c-02122-pc-6"", ""https://image.geeko.ltd/small/ccf5aeab-d651-46dd-9e8a-b46f9c45c03c-02122-pc-7"", ""https://image.geeko.ltd/small/ccf5aeab-d651-46dd-9e8a-b46f9c45c03c-02122-pc-8""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Shorts Set, 100%Polyester, V-Neck, Sleeveless, Above Knee, Plain, Others, Regular," Beach,Daily", 1*Shorts Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Shirred Crop Cami Top & Colorblock Tribal Print Pants Set,$14.29,$19.06,Green,SKU: WMYJY0005-bwss-gr,"""https://image.geeko.ltd/small/3b33810a-95e3-4ece-a419-a4abc8f732ca-01316-pc"", ""https://image.geeko.ltd/small/3b33810a-95e3-4ece-a419-a4abc8f732ca-01316-pc"", ""https://image.geeko.ltd/small/3b33810a-95e3-4ece-a419-a4abc8f732ca-01316-pc-sec"", ""https://image.geeko.ltd/small/3b33810a-95e3-4ece-a419-a4abc8f732ca-01316-pc-0"", ""https://image.geeko.ltd/small/3b33810a-95e3-4ece-a419-a4abc8f732ca-01316-pc-1"", ""https://image.geeko.ltd/small/3b33810a-95e3-4ece-a419-a4abc8f732ca-01316-pc-2"", ""https://image.geeko.ltd/small/3b33810a-95e3-4ece-a419-a4abc8f732ca-01316-pc-3"", ""https://image.geeko.ltd/small/3b33810a-95e3-4ece-a419-a4abc8f732ca-01316-pc-4"", ""https://image.geeko.ltd/small/3b33810a-95e3-4ece-a419-a4abc8f732ca-01316-pc-5"", ""https://image.geeko.ltd/small/3b33810a-95e3-4ece-a419-a4abc8f732ca-01316-pc-6"", ""https://image.geeko.ltd/small/3b33810a-95e3-4ece-a419-a4abc8f732ca-01316-pc-7""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Pants Sets, 100%Polyester, Sweetheart Neck, Spaghetti Strap, Long," Colorblock,Tribal"," Drawstring,Shirred", Regular," Daily,Vacation", 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Shirred Crop Cami Top & Colorblock Tribal Print Pants Set,$14.29,$19.06,Black,SKU: WMYJY0005-bwss-bk,"""https://image.geeko.ltd/small/e998a7cd-5a82-4b66-a09f-0135c913ac99-44223-pc"", ""https://image.geeko.ltd/small/e998a7cd-5a82-4b66-a09f-0135c913ac99-44223-pc"", ""https://image.geeko.ltd/small/e998a7cd-5a82-4b66-a09f-0135c913ac99-44223-pc-sec"", ""https://image.geeko.ltd/small/e998a7cd-5a82-4b66-a09f-0135c913ac99-44223-pc-0"", ""https://image.geeko.ltd/small/e998a7cd-5a82-4b66-a09f-0135c913ac99-44223-pc-1"", ""https://image.geeko.ltd/small/e998a7cd-5a82-4b66-a09f-0135c913ac99-44223-pc-2"", ""https://image.geeko.ltd/small/e998a7cd-5a82-4b66-a09f-0135c913ac99-44223-pc-3"", ""https://image.geeko.ltd/small/e998a7cd-5a82-4b66-a09f-0135c913ac99-44223-pc-4""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Pants Sets, 100%Polyester, Sweetheart Neck, Spaghetti Strap, Long," Colorblock,Tribal"," Drawstring,Shirred", Regular," Daily,Vacation", 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Shirred Crop Cami Top & Colorblock Tribal Print Pants Set,$14.29,$19.06,Pink,SKU: WMYJY0005-bwss-pi,"""https://image.geeko.ltd/small/69fd549f-9874-4ad1-81cb-64a561e22857-01559-pc"", ""https://image.geeko.ltd/small/69fd549f-9874-4ad1-81cb-64a561e22857-01559-pc"", ""https://image.geeko.ltd/small/69fd549f-9874-4ad1-81cb-64a561e22857-01559-pc-sec"", ""https://image.geeko.ltd/small/69fd549f-9874-4ad1-81cb-64a561e22857-01559-pc-0"", ""https://image.geeko.ltd/small/69fd549f-9874-4ad1-81cb-64a561e22857-01559-pc-1"", ""https://image.geeko.ltd/small/69fd549f-9874-4ad1-81cb-64a561e22857-01559-pc-2"", ""https://image.geeko.ltd/small/69fd549f-9874-4ad1-81cb-64a561e22857-01559-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Pants Sets, 100%Polyester, Sweetheart Neck, Spaghetti Strap, Long," Colorblock,Tribal"," Drawstring,Shirred", Regular," Daily,Vacation", 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Zipper Pocket Design Vest Top & Shorts Set,$12.35,$16.46,,SKU: WMYZ0004-bwdf-pi,"""https://image.geeko.ltd/small/0abd7f86-6b14-4ea7-8ed3-131be22acdf2-01788-pc"", ""https://image.geeko.ltd/small/0abd7f86-6b14-4ea7-8ed3-131be22acdf2-01788-pc"", ""https://image.geeko.ltd/small/0abd7f86-6b14-4ea7-8ed3-131be22acdf2-01788-pc-sec"", ""https://image.geeko.ltd/small/0abd7f86-6b14-4ea7-8ed3-131be22acdf2-01788-pc-0"", ""https://image.geeko.ltd/small/0abd7f86-6b14-4ea7-8ed3-131be22acdf2-01788-pc-1"", ""https://image.geeko.ltd/small/0abd7f86-6b14-4ea7-8ed3-131be22acdf2-01788-pc-2"", ""https://image.geeko.ltd/small/0abd7f86-6b14-4ea7-8ed3-131be22acdf2-01788-pc-3"", ""https://image.geeko.ltd/small/0abd7f86-6b14-4ea7-8ed3-131be22acdf2-01788-pc-4"", ""https://image.geeko.ltd/small/0abd7f86-6b14-4ea7-8ed3-131be22acdf2-01788-pc-5"", ""https://image.geeko.ltd/small/0abd7f86-6b14-4ea7-8ed3-131be22acdf2-01788-pc-6"", ""https://image.geeko.ltd/small/0abd7f86-6b14-4ea7-8ed3-131be22acdf2-01788-pc-7""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Shorts Set, 100%Polyester, V-Neck, Sleeveless, Above Knee, Plain," Button,Pocket,Zipper", Regular, Daily, 1*Shorts Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Hollow Out Buttoned Vest Top & Shorts Set,$13.24,$17.65,,SKU: LZR18369-bwss2-w,"""https://image.geeko.ltd/small/f7428acb-b00a-4eaa-bcbe-75a1235968ea-20710-pc"", ""https://image.geeko.ltd/small/f7428acb-b00a-4eaa-bcbe-75a1235968ea-20710-pc-sec"", ""https://image.geeko.ltd/small/f7428acb-b00a-4eaa-bcbe-75a1235968ea-20710-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Shorts Set, 100%Polyester, V-Neck, Sleeveless, Above Knee, Plain," Button,Hollow-out,Pocket", Regular," Daily,Vacation", 1*Shorts Set, Slight Stretch, No, Machine wash or professional dry clean,,,
