Product Name,Discount Price,Actual Price,Color,SKU,Image URLs,US Size,CA Size,UK Size,AU Size,EU Size,BR Size,FR Size,RU Size,Style,Pattern Type,Material,Neckline,Sleeve Style,Length,Occasion,Package Include,Type,Decoration,Fit Type,Fabric Elasticity,Sheer,Care Instructions,Sleeve Type
Floral Plants Embroidery Sheer Mesh Top,$12.80,$17.07,,SKU: LZR17517H-bwdf-bl,"""https://image.geeko.ltd/small/d65c3b7e-5bed-454c-9973-1403c4eee0d9-02440-pc"", ""https://image.geeko.ltd/small/d65c3b7e-5bed-454c-9973-1403c4eee0d9-02440-pc"", ""https://image.geeko.ltd/small/d65c3b7e-5bed-454c-9973-1403c4eee0d9-02440-pc-sec"", ""https://image.geeko.ltd/small/d65c3b7e-5bed-454c-9973-1403c4eee0d9-02440-pc-0"", ""https://image.geeko.ltd/small/d65c3b7e-5bed-454c-9973-1403c4eee0d9-02440-pc-1"", ""https://image.geeko.ltd/small/d65c3b7e-5bed-454c-9973-1403c4eee0d9-02440-pc-2"", ""https://image.geeko.ltd/small/d65c3b7e-5bed-454c-9973-1403c4eee0d9-02440-pc-3"", ""https://image.geeko.ltd/small/d65c3b7e-5bed-454c-9973-1403c4eee0d9-02440-pc-4"", ""https://image.geeko.ltd/small/d65c3b7e-5bed-454c-9973-1403c4eee0d9-02440-pc-5"", ""https://image.geeko.ltd/small/d65c3b7e-5bed-454c-9973-1403c4eee0d9-02440-pc-6"", ""https://image.geeko.ltd/small/d65c3b7e-5bed-454c-9973-1403c4eee0d9-02440-pc-7""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic," Floral,Plants", 100%Polyester, Plunge, Long Sleeve, Regular, Daily, 1* Blouse, Blouses," Embroidery,Ruched,Sheer Mesh", Skinny, Slight Stretch, Semi-Sheer," Hand wash, do not dry clean", Lantern Sleeve
Long Sleeve Backless Buttoned Top,,$12.08,Black,SKU: LZR17951-bwdl-bk,"""https://image.geeko.ltd/small/1238aa96-d851-48d3-8942-26045736f640-01554-pc"", ""https://image.geeko.ltd/small/1238aa96-d851-48d3-8942-26045736f640-01554-pc"", ""https://image.geeko.ltd/small/1238aa96-d851-48d3-8942-26045736f640-01554-pc-sec"", ""https://image.geeko.ltd/small/1238aa96-d851-48d3-8942-26045736f640-01554-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain," 50%Viscose,45%Polyester,5%Elastane", Round Neck, Long Sleeve, Regular, Daily, 1*Top, Tee," Backless,Button", Regular, Medium Stretch, No," Machine wash, do not dry clean",
Long Sleeve Backless Buttoned Top,,$12.08,Pink,SKU: LZR17951-bwdl-pi,"""https://image.geeko.ltd/small/7d0f2e63-5ece-41f5-b486-e26600c96d70-01595-pc"", ""https://image.geeko.ltd/small/7d0f2e63-5ece-41f5-b486-e26600c96d70-01595-pc"", ""https://image.geeko.ltd/small/7d0f2e63-5ece-41f5-b486-e26600c96d70-01595-pc-sec"", ""https://image.geeko.ltd/small/7d0f2e63-5ece-41f5-b486-e26600c96d70-01595-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain," 50%Viscose,45%Polyester,5%Elastane", Round Neck, Long Sleeve, Regular, Daily, 1*Top, Tee," Backless,Button", Regular, Medium Stretch, No," Machine wash, do not dry clean",
Long Sleeve Backless Buttoned Top,,$12.08,White,SKU: LZR17951-bwdl-w,"""https://image.geeko.ltd/small/07c27d52-bfce-42fc-8e99-b4013f515a11-01294-pc"", ""https://image.geeko.ltd/small/07c27d52-bfce-42fc-8e99-b4013f515a11-01294-pc"", ""https://image.geeko.ltd/small/07c27d52-bfce-42fc-8e99-b4013f515a11-01294-pc-sec"", ""https://image.geeko.ltd/small/07c27d52-bfce-42fc-8e99-b4013f515a11-01294-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain," 50%Viscose,45%Polyester,5%Elastane", Round Neck, Long Sleeve, Regular, Daily, 1*Top, Tee," Backless,Button", Regular, Medium Stretch, No," Machine wash, do not dry clean",
Floral Embroidery Ruched Sheer Mesh Patch Top,$11.48,$15.3,,SKU: ODS3621000H-bwdf2-bk,"""https://image.geeko.ltd/small/cfca75bd-5ec9-4f74-a284-fd674f3b0f6f-46460-pc"", ""https://image.geeko.ltd/small/cfca75bd-5ec9-4f74-a284-fd674f3b0f6f-46460-pc-sec"", ""https://image.geeko.ltd/small/cfca75bd-5ec9-4f74-a284-fd674f3b0f6f-46460-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Floral, 100%Polyester, Round Neck, Long Sleeve, Regular, Daily, 1* Blouse, Blouses," Embroidery,Ruched,Sheer Mesh", Regular, Slight Stretch, Semi-Sheer," Hand wash, do not dry clean",
Ruffle Hem Buttoned Off Shoulder Top,$12.87,$17.16,,SKU: ODL1290B-bwbc-w,"""https://image.geeko.ltd/small/e16b8190-ffaa-48bd-af62-a337a67ba340-38853-pc"", ""https://image.geeko.ltd/small/e16b8190-ffaa-48bd-af62-a337a67ba340-38853-pc"", ""https://image.geeko.ltd/small/e16b8190-ffaa-48bd-af62-a337a67ba340-38853-pc-sec"", ""https://image.geeko.ltd/small/e16b8190-ffaa-48bd-af62-a337a67ba340-38853-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain, 100%Cotton, Off the Shoulder, Long Sleeve, Regular, Daily, 1* Blouse, Blouses," Button,Ruffles", Regular, Slight Stretch, No, Machine wash or professional dry clean,
Lace Patch V-Neck Textured Casual Tank Top,$6.78,$9.04,Pink,SKU: ODS3769A-bwdf2-pi,"""https://image.geeko.ltd/small/7431fc55-c808-48bd-919a-f81abd9b0ea8-11146-pc"", ""https://image.geeko.ltd/small/7431fc55-c808-48bd-919a-f81abd9b0ea8-11146-pc-sec"", ""https://image.geeko.ltd/small/7431fc55-c808-48bd-919a-f81abd9b0ea8-11146-pc-0"", ""https://image.geeko.ltd/small/7431fc55-c808-48bd-919a-f81abd9b0ea8-11146-pc-1"", ""https://image.geeko.ltd/small/7431fc55-c808-48bd-919a-f81abd9b0ea8-11146-pc-2"", ""https://image.geeko.ltd/small/7431fc55-c808-48bd-919a-f81abd9b0ea8-11146-pc-3"", ""https://image.geeko.ltd/small/7431fc55-c808-48bd-919a-f81abd9b0ea8-11146-pc-4""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain," 97%Polyester,3%Elastane", V-Neck, Sleeveless, Regular, Daily, 1*Top, Tank, Contrast Lace, Regular, Medium Stretch, No, Machine wash or professional dry clean,
Lace Patch V-Neck Textured Casual Tank Top,$6.78,$9.04,Sky Blue,SKU: ODS3769A-bwdf2-sb,"""https://image.geeko.ltd/small/ab0773ea-1acb-4bae-9906-193f8be32859-12257-pc"", ""https://image.geeko.ltd/small/ab0773ea-1acb-4bae-9906-193f8be32859-12257-pc-sec"", ""https://image.geeko.ltd/small/ab0773ea-1acb-4bae-9906-193f8be32859-12257-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain," 97%Polyester,3%Elastane", V-Neck, Sleeveless, Regular, Daily, 1*Top, Tank, Contrast Lace, Regular, Medium Stretch, No, Machine wash or professional dry clean,
Trendy Criss Cross Asymmetrical Neck Sleeveless Thong Bodysuits Tops Clubwear,$6.80,$9.07,Army Green,SKU: LZR18499-bwdf2-ag,"""https://image.geeko.ltd/small/59ae376f-7afc-465a-b564-05196d6e8af5-20335-pc"", ""https://image.geeko.ltd/small/59ae376f-7afc-465a-b564-05196d6e8af5-20335-pc"", ""https://image.geeko.ltd/small/59ae376f-7afc-465a-b564-05196d6e8af5-20335-pc-sec"", ""https://image.geeko.ltd/small/59ae376f-7afc-465a-b564-05196d6e8af5-20335-pc-0"", ""https://image.geeko.ltd/small/59ae376f-7afc-465a-b564-05196d6e8af5-20335-pc-1"", ""https://image.geeko.ltd/small/59ae376f-7afc-465a-b564-05196d6e8af5-20335-pc-2""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain," 90%Viscose,10%Elastane", Asymmetrical Neck, Sleeveless, Regular, Daily, 1*Bodysuit, Bodysuit, Criss Cross, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Trendy Criss Cross Asymmetrical Neck Sleeveless Thong Bodysuits Tops Clubwear,$6.80,$9.07,Khaki,SKU: LZR18499-bwdf2-kh,"""https://image.geeko.ltd/small/dedd2c64-5df7-4341-9edc-16dd6fec29cc-21748-pc"", ""https://image.geeko.ltd/small/dedd2c64-5df7-4341-9edc-16dd6fec29cc-21748-pc"", ""https://image.geeko.ltd/small/dedd2c64-5df7-4341-9edc-16dd6fec29cc-21748-pc-sec"", ""https://image.geeko.ltd/small/dedd2c64-5df7-4341-9edc-16dd6fec29cc-21748-pc-0"", ""https://image.geeko.ltd/small/dedd2c64-5df7-4341-9edc-16dd6fec29cc-21748-pc-1"", ""https://image.geeko.ltd/small/dedd2c64-5df7-4341-9edc-16dd6fec29cc-21748-pc-2""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain," 90%Viscose,10%Elastane", Asymmetrical Neck, Sleeveless, Regular, Daily, 1*Bodysuit, Bodysuit, Criss Cross, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Trendy Criss Cross Asymmetrical Neck Sleeveless Thong Bodysuits Tops Clubwear,$6.80,$9.07,Pink,SKU: LZR18499-bwdf2-pi,"""https://image.geeko.ltd/small/cac52315-6aa3-4db0-9ed3-9da562279aea-02447-pc"", ""https://image.geeko.ltd/small/cac52315-6aa3-4db0-9ed3-9da562279aea-02447-pc"", ""https://image.geeko.ltd/small/cac52315-6aa3-4db0-9ed3-9da562279aea-02447-pc-sec"", ""https://image.geeko.ltd/small/cac52315-6aa3-4db0-9ed3-9da562279aea-02447-pc-0"", ""https://image.geeko.ltd/small/cac52315-6aa3-4db0-9ed3-9da562279aea-02447-pc-1"", ""https://image.geeko.ltd/small/cac52315-6aa3-4db0-9ed3-9da562279aea-02447-pc-2""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain," 90%Viscose,10%Elastane", Asymmetrical Neck, Sleeveless, Regular, Daily, 1*Bodysuit, Bodysuit, Criss Cross, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Trendy Criss Cross Asymmetrical Neck Sleeveless Thong Bodysuits Tops Clubwear,$6.80,$9.07,White,SKU: LZR18499-bwdf2-w,"""https://image.geeko.ltd/small/bbff03e5-eb80-4538-b034-97e8e34b50c3-02361-pc"", ""https://image.geeko.ltd/small/bbff03e5-eb80-4538-b034-97e8e34b50c3-02361-pc"", ""https://image.geeko.ltd/small/bbff03e5-eb80-4538-b034-97e8e34b50c3-02361-pc-sec"", ""https://image.geeko.ltd/small/bbff03e5-eb80-4538-b034-97e8e34b50c3-02361-pc-0"", ""https://image.geeko.ltd/small/bbff03e5-eb80-4538-b034-97e8e34b50c3-02361-pc-1"", ""https://image.geeko.ltd/small/bbff03e5-eb80-4538-b034-97e8e34b50c3-02361-pc-2""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain," 90%Viscose,10%Elastane", Asymmetrical Neck, Sleeveless, Regular, Daily, 1*Bodysuit, Bodysuit, Criss Cross, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Trendy Criss Cross Asymmetrical Neck Sleeveless Thong Bodysuits Tops Clubwear,$6.80,$9.07,Red,SKU: LZR18499-bwdf2-r,"""https://image.geeko.ltd/small/d16a7464-d1b6-409b-8d15-52443179da95-02361-pc"", ""https://image.geeko.ltd/small/d16a7464-d1b6-409b-8d15-52443179da95-02361-pc"", ""https://image.geeko.ltd/small/d16a7464-d1b6-409b-8d15-52443179da95-02361-pc-sec"", ""https://image.geeko.ltd/small/d16a7464-d1b6-409b-8d15-52443179da95-02361-pc-0"", ""https://image.geeko.ltd/small/d16a7464-d1b6-409b-8d15-52443179da95-02361-pc-1"", ""https://image.geeko.ltd/small/d16a7464-d1b6-409b-8d15-52443179da95-02361-pc-2"", ""https://image.geeko.ltd/small/d16a7464-d1b6-409b-8d15-52443179da95-02361-pc-3"", ""https://image.geeko.ltd/small/d16a7464-d1b6-409b-8d15-52443179da95-02361-pc-4"", ""https://image.geeko.ltd/small/d16a7464-d1b6-409b-8d15-52443179da95-02361-pc-5"", ""https://image.geeko.ltd/small/d16a7464-d1b6-409b-8d15-52443179da95-02361-pc-6"", ""https://image.geeko.ltd/small/d16a7464-d1b6-409b-8d15-52443179da95-02361-pc-7""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain," 90%Viscose,10%Elastane", Asymmetrical Neck, Sleeveless, Regular, Daily, 1*Bodysuit, Bodysuit, Criss Cross, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Trendy Criss Cross Asymmetrical Neck Sleeveless Thong Bodysuits Tops Clubwear,$6.80,$9.07,Black,SKU: LZR18499-bwdf2-bk,"""https://image.geeko.ltd/small/5cc3eee8-d68d-47bb-a7ee-1dd99f430351-41767-pc"", ""https://image.geeko.ltd/small/5cc3eee8-d68d-47bb-a7ee-1dd99f430351-41767-pc"", ""https://image.geeko.ltd/small/5cc3eee8-d68d-47bb-a7ee-1dd99f430351-41767-pc-sec"", ""https://image.geeko.ltd/small/5cc3eee8-d68d-47bb-a7ee-1dd99f430351-41767-pc-0"", ""https://image.geeko.ltd/small/5cc3eee8-d68d-47bb-a7ee-1dd99f430351-41767-pc-1"", ""https://image.geeko.ltd/small/5cc3eee8-d68d-47bb-a7ee-1dd99f430351-41767-pc-2""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain," 90%Viscose,10%Elastane", Asymmetrical Neck, Sleeveless, Regular, Daily, 1*Bodysuit, Bodysuit, Criss Cross, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Crewneck Half Zip Up Cable Knit Sweater Slim Fit Pullover Top,$10.39,$13.86,,SKU: ODT99316E-bwdf2-r,"""https://image.geeko.ltd/small/73069b05-649d-4cbe-85d8-3603ef127a88-25852-pc"", ""https://image.geeko.ltd/small/73069b05-649d-4cbe-85d8-3603ef127a88-25852-pc"", ""https://image.geeko.ltd/small/73069b05-649d-4cbe-85d8-3603ef127a88-25852-pc-sec"", ""https://image.geeko.ltd/small/73069b05-649d-4cbe-85d8-3603ef127a88-25852-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain," 50%Viscose,28%Polyester,22%Polyamide", Round Neck, Long Sleeve, Regular, Daily, 1*Sweater, Sweater, Zipper, Regular, High Stretch, No, Hand wash or dry clean,
Long Sleeve Button Down Shirt Collar Neck Ruched Fitted Top,$12.29,$16.38,White,SKU: ODS4431-bwdf2-w,"""https://image.geeko.ltd/small/bb47a09d-966f-4778-aff7-9e682087dbd3-01816-pc"", ""https://image.geeko.ltd/small/bb47a09d-966f-4778-aff7-9e682087dbd3-01816-pc"", ""https://image.geeko.ltd/small/bb47a09d-966f-4778-aff7-9e682087dbd3-01816-pc-sec"", ""https://image.geeko.ltd/small/bb47a09d-966f-4778-aff7-9e682087dbd3-01816-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Casual,Elegant", Plain," 95%Polyester,5%Elastane", Turn-down Collar, Long Sleeve, Regular," Daily,Work", 1*Shirt, Shirt," Button,Ruched", Skinny, Medium Stretch, No, Machine wash or professional dry clean,
Long Sleeve Button Down Shirt Collar Neck Ruched Fitted Top,$12.29,$16.38,Blue,SKU: ODS4431-bwdf2-bl,"""https://image.geeko.ltd/small/9aaa8736-1065-41ff-94fc-1400725997e6-01553-pc"", ""https://image.geeko.ltd/small/9aaa8736-1065-41ff-94fc-1400725997e6-01553-pc"", ""https://image.geeko.ltd/small/9aaa8736-1065-41ff-94fc-1400725997e6-01553-pc-sec"", ""https://image.geeko.ltd/small/9aaa8736-1065-41ff-94fc-1400725997e6-01553-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Casual,Elegant", Plain," 95%Polyester,5%Elastane", Turn-down Collar, Long Sleeve, Regular," Daily,Work", 1*Shirt, Shirt," Button,Ruched", Skinny, Medium Stretch, No, Machine wash or professional dry clean,
Hollow Out Crochet Lace Tank Top,$8.52,$11.36,White,SKU: ODS5211F-bwdf2-w,"""https://image.geeko.ltd/small/6520c8bd-ae2c-477f-8fce-6d2f7ea1d158-12295-pc"", ""https://image.geeko.ltd/small/6520c8bd-ae2c-477f-8fce-6d2f7ea1d158-12295-pc-sec"", ""https://image.geeko.ltd/small/6520c8bd-ae2c-477f-8fce-6d2f7ea1d158-12295-pc-0"", ""https://image.geeko.ltd/small/6520c8bd-ae2c-477f-8fce-6d2f7ea1d158-12295-pc-1"", ""https://image.geeko.ltd/small/6520c8bd-ae2c-477f-8fce-6d2f7ea1d158-12295-pc-2"", ""https://image.geeko.ltd/small/6520c8bd-ae2c-477f-8fce-6d2f7ea1d158-12295-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain, 100%Polyester, U-Neck," Sleeveless,Thick Strap", Regular," Daily,Vacation", 1*Top, Tank, Hollow-out, Regular, High Stretch, No," Hand wash, do not dry clean",
Hollow Out Crochet Lace Tank Top,$8.52,$11.36,Pink,SKU: ODS5211F-bwdf2-pi,"""https://image.geeko.ltd/small/9731b9db-525e-4eff-95f7-ac7c272d86ab-36796-pc"", ""https://image.geeko.ltd/small/9731b9db-525e-4eff-95f7-ac7c272d86ab-36796-pc-sec"", ""https://image.geeko.ltd/small/9731b9db-525e-4eff-95f7-ac7c272d86ab-36796-pc-0"", ""https://image.geeko.ltd/small/9731b9db-525e-4eff-95f7-ac7c272d86ab-36796-pc-1"", ""https://image.geeko.ltd/small/9731b9db-525e-4eff-95f7-ac7c272d86ab-36796-pc-2""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain, 100%Polyester, U-Neck," Sleeveless,Thick Strap", Regular," Daily,Vacation", 1*Top, Tank, Hollow-out, Regular, High Stretch, No," Hand wash, do not dry clean",
Hollow Out Crochet Lace Tank Top,$8.52,$11.36,Apricot,SKU: ODS5211F-bwdf2-Ap,"""https://image.geeko.ltd/small/f1545d83-55fa-4a26-896b-af351229cf74-49832-pc"", ""https://image.geeko.ltd/small/f1545d83-55fa-4a26-896b-af351229cf74-49832-pc-sec"", ""https://image.geeko.ltd/small/f1545d83-55fa-4a26-896b-af351229cf74-49832-pc-0"", ""https://image.geeko.ltd/small/f1545d83-55fa-4a26-896b-af351229cf74-49832-pc-1"", ""https://image.geeko.ltd/small/f1545d83-55fa-4a26-896b-af351229cf74-49832-pc-2"", ""https://image.geeko.ltd/small/f1545d83-55fa-4a26-896b-af351229cf74-49832-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain, 100%Polyester, U-Neck," Sleeveless,Thick Strap", Regular," Daily,Vacation", 1*Top, Tank, Hollow-out, Regular, High Stretch, No," Hand wash, do not dry clean",
V-Neck Lace Crop Cami Top Spaghetti Strap Two Layer Bralette Bustier Tops,$7.13,$9.51,,SKU: ODF3272-bwdf2-bk,"""https://image.geeko.ltd/small/114ae511-441a-4819-a158-a56bc01b616a-02572-pc"", ""https://image.geeko.ltd/small/114ae511-441a-4819-a158-a56bc01b616a-02572-pc-sec"", ""https://image.geeko.ltd/small/114ae511-441a-4819-a158-a56bc01b616a-02572-pc-0"", ""https://image.geeko.ltd/small/114ae511-441a-4819-a158-a56bc01b616a-02572-pc-1"", ""https://image.geeko.ltd/small/114ae511-441a-4819-a158-a56bc01b616a-02572-pc-2"", ""https://image.geeko.ltd/small/114ae511-441a-4819-a158-a56bc01b616a-02572-pc-3"", ""https://image.geeko.ltd/small/114ae511-441a-4819-a158-a56bc01b616a-02572-pc-4"", ""https://image.geeko.ltd/small/114ae511-441a-4819-a158-a56bc01b616a-02572-pc-5"", ""https://image.geeko.ltd/small/114ae511-441a-4819-a158-a56bc01b616a-02572-pc-6"", ""https://image.geeko.ltd/small/114ae511-441a-4819-a158-a56bc01b616a-02572-pc-7""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Plain, 100%Lace, V-Neck, Spaghetti Strap, Crop," Daily,Night Out", 1*Top, Cami, Lace, Skinny, Slight Stretch, No, Machine wash or professional dry clean,
Cheetah Chain Print Retro Patterns Patchwork Button-up Top,$9.23,$12.31,,SKU: LZD0480N-bwdf2-pi,"""https://image.geeko.ltd/small/cfbd1f02-c236-4736-9172-28860596cb6c-33594-pc"", ""https://image.geeko.ltd/small/cfbd1f02-c236-4736-9172-28860596cb6c-33594-pc-sec"", ""https://image.geeko.ltd/small/cfbd1f02-c236-4736-9172-28860596cb6c-33594-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Chain," 97%Polyester,3%Elastane", Turn-down Collar, Long Sleeve, Regular, Daily, 1*Shirt, Shirt, Button, Regular, Slight Stretch,,,
Rhinestone Colorful Crystal Stone Decor T-Shirt,,$13.43,,SKU: WMJX0004-bwdf-bk,"""https://image.geeko.ltd/small/548e199c-5c0d-4400-9286-1d551378a214-15666-pc"", ""https://image.geeko.ltd/small/548e199c-5c0d-4400-9286-1d551378a214-15666-pc"", ""https://image.geeko.ltd/small/548e199c-5c0d-4400-9286-1d551378a214-15666-pc-sec"", ""https://image.geeko.ltd/small/548e199c-5c0d-4400-9286-1d551378a214-15666-pc-0"", ""https://image.geeko.ltd/small/548e199c-5c0d-4400-9286-1d551378a214-15666-pc-1"", ""https://image.geeko.ltd/small/548e199c-5c0d-4400-9286-1d551378a214-15666-pc-2"", ""https://image.geeko.ltd/small/548e199c-5c0d-4400-9286-1d551378a214-15666-pc-3"", ""https://image.geeko.ltd/small/548e199c-5c0d-4400-9286-1d551378a214-15666-pc-4"", ""https://image.geeko.ltd/small/548e199c-5c0d-4400-9286-1d551378a214-15666-pc-5"", ""https://image.geeko.ltd/small/548e199c-5c0d-4400-9286-1d551378a214-15666-pc-6""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain," 95%Cotton,5%Elastane", Round Neck, Short Sleeve, Regular, Daily, 1*T-Shirt, Regular, Rhinestone, Regular, Slight Stretch, No," Hand wash, do not dry clean",
