Product Name,Discount Price,Actual Price,Color,SKU,Image URLs,US Size,CA Size,UK Size,AU Size,EU Size,BR Size,FR Size,RU Size,Style,Pattern Type,Material,Neckline,Sleeve Style,Length,Occasion,Package Include,Type,Decoration,Fit Type,Fabric Elasticity,Sheer,Care Instructions,Sleeve Type
Contrast Binding Tank Tops Summer Sleeveless Basic Cami Top Shirt Slim Knit Ribbed Racerback Blouses,$8.99,$11.99,Black,SKU: MJ0433A-bwdf2-bk,"""https://image.geeko.ltd/small/a743afa6-e76e-44f4-98c8-4cecbb19ff50-36216-pc"", ""https://image.geeko.ltd/small/a743afa6-e76e-44f4-98c8-4cecbb19ff50-36216-pc-sec"", ""https://image.geeko.ltd/small/a743afa6-e76e-44f4-98c8-4cecbb19ff50-36216-pc-0"", ""https://image.geeko.ltd/small/a743afa6-e76e-44f4-98c8-4cecbb19ff50-36216-pc-1"", ""https://image.geeko.ltd/small/a743afa6-e76e-44f4-98c8-4cecbb19ff50-36216-pc-2"", ""https://image.geeko.ltd/small/a743afa6-e76e-44f4-98c8-4cecbb19ff50-36216-pc-3"", ""https://image.geeko.ltd/small/a743afa6-e76e-44f4-98c8-4cecbb19ff50-36216-pc-4"", ""https://image.geeko.ltd/small/a743afa6-e76e-44f4-98c8-4cecbb19ff50-36216-pc-5"", ""https://image.geeko.ltd/small/a743afa6-e76e-44f4-98c8-4cecbb19ff50-36216-pc-6"", ""https://image.geeko.ltd/small/a743afa6-e76e-44f4-98c8-4cecbb19ff50-36216-pc-7"", ""https://image.geeko.ltd/small/a743afa6-e76e-44f4-98c8-4cecbb19ff50-36216-pc-8"", ""https://image.geeko.ltd/small/a743afa6-e76e-44f4-98c8-4cecbb19ff50-36216-pc-9""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Basics, Contrast Paneled," 94%Viscose,6%Elastane", Round Neck, Sleeveless, Regular," Daily,Vacation", 1*Tank, Tank, Others, Skinny, Non-Stretch,,,
Contrast Binding Tank Tops Summer Sleeveless Basic Cami Top Shirt Slim Knit Ribbed Racerback Blouses,$8.99,$11.99,Blue,SKU: MJ0433A-bwdf2-bl,"""https://image.geeko.ltd/small/b879bef2-b4ab-417e-91d3-fecb8dc54ed8-46937-pc"", ""https://image.geeko.ltd/small/b879bef2-b4ab-417e-91d3-fecb8dc54ed8-46937-pc-sec"", ""https://image.geeko.ltd/small/b879bef2-b4ab-417e-91d3-fecb8dc54ed8-46937-pc-0"", ""https://image.geeko.ltd/small/b879bef2-b4ab-417e-91d3-fecb8dc54ed8-46937-pc-1"", ""https://image.geeko.ltd/small/b879bef2-b4ab-417e-91d3-fecb8dc54ed8-46937-pc-2"", ""https://image.geeko.ltd/small/b879bef2-b4ab-417e-91d3-fecb8dc54ed8-46937-pc-3""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Basics, Contrast Paneled," 94%Viscose,6%Elastane", Round Neck, Sleeveless, Regular," Daily,Vacation", 1*Tank, Tank, Others, Skinny, Non-Stretch,,,
Contrast Binding Tank Tops Summer Sleeveless Basic Cami Top Shirt Slim Knit Ribbed Racerback Blouses,$8.99,$11.99,Khaki,SKU: MJ0433A-bwdf2-kh,"""https://image.geeko.ltd/small/64a22e4e-015b-4c28-b568-221f0f5179bf-00420-pc"", ""https://image.geeko.ltd/small/64a22e4e-015b-4c28-b568-221f0f5179bf-00420-pc-sec"", ""https://image.geeko.ltd/small/64a22e4e-015b-4c28-b568-221f0f5179bf-00420-pc-0"", ""https://image.geeko.ltd/small/64a22e4e-015b-4c28-b568-221f0f5179bf-00420-pc-1"", ""https://image.geeko.ltd/small/64a22e4e-015b-4c28-b568-221f0f5179bf-00420-pc-2"", ""https://image.geeko.ltd/small/64a22e4e-015b-4c28-b568-221f0f5179bf-00420-pc-3"", ""https://image.geeko.ltd/small/64a22e4e-015b-4c28-b568-221f0f5179bf-00420-pc-4"", ""https://image.geeko.ltd/small/64a22e4e-015b-4c28-b568-221f0f5179bf-00420-pc-5"", ""https://image.geeko.ltd/small/64a22e4e-015b-4c28-b568-221f0f5179bf-00420-pc-6"", ""https://image.geeko.ltd/small/64a22e4e-015b-4c28-b568-221f0f5179bf-00420-pc-7""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Basics, Contrast Paneled," 94%Viscose,6%Elastane", Round Neck, Sleeveless, Regular," Daily,Vacation", 1*Tank, Tank, Others, Skinny, Non-Stretch,,,
Twisted Long Sleeve V-Neck Knit Sweater,$12.67,$16.89,Black,SKU: ODS4504-bwdf2-bk,"""https://image.geeko.ltd/small/6996f74f-8a68-4b64-a57f-89f83c0b64e9-01418-pc"", ""https://image.geeko.ltd/small/6996f74f-8a68-4b64-a57f-89f83c0b64e9-01418-pc"", ""https://image.geeko.ltd/small/6996f74f-8a68-4b64-a57f-89f83c0b64e9-01418-pc-sec"", ""https://image.geeko.ltd/small/6996f74f-8a68-4b64-a57f-89f83c0b64e9-01418-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain," 42%Acrylic,30%Polyester,28%Polyamide", V-Neck, Long Sleeve, Regular, Daily, 1*Sweater, Sweater, Twist, Regular, Medium Stretch, No, Hand wash or dry clean,
Twisted Long Sleeve V-Neck Knit Sweater,$12.67,$16.89,Beige,SKU: ODS4504-bwdf2-be,"""https://image.geeko.ltd/small/bb66ea3e-731b-4ed5-827c-544a6cbdcc08-01410-pc"", ""https://image.geeko.ltd/small/bb66ea3e-731b-4ed5-827c-544a6cbdcc08-01410-pc"", ""https://image.geeko.ltd/small/bb66ea3e-731b-4ed5-827c-544a6cbdcc08-01410-pc-sec"", ""https://image.geeko.ltd/small/bb66ea3e-731b-4ed5-827c-544a6cbdcc08-01410-pc-0"", ""https://image.geeko.ltd/small/bb66ea3e-731b-4ed5-827c-544a6cbdcc08-01410-pc-1"", ""https://image.geeko.ltd/small/bb66ea3e-731b-4ed5-827c-544a6cbdcc08-01410-pc-2""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain," 42%Acrylic,30%Polyester,28%Polyamide", V-Neck, Long Sleeve, Regular, Daily, 1*Sweater, Sweater, Twist, Regular, Medium Stretch, No, Hand wash or dry clean,
Chain Decor Buttoned Ribbed Tank Top,$6.20,$8.27,Black,SKU: ODS44310H-bwdf-bk,"""https://image.geeko.ltd/small/2975bf28-1fc4-4d8a-910e-07c61ab680be-37543-pc"", ""https://image.geeko.ltd/small/2975bf28-1fc4-4d8a-910e-07c61ab680be-37543-pc-sec"", ""https://image.geeko.ltd/small/2975bf28-1fc4-4d8a-910e-07c61ab680be-37543-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Plain," 60%Polyester,35%Viscose,5%Elastane", V-Neck, Sleeveless, Regular, Daily, 1*Top," Ribbed Top,Tank"," Button,Chain", Skinny, High Stretch, No, Machine wash or professional dry clean,
Chain Decor Buttoned Ribbed Tank Top,$6.20,$8.27,Army Green,SKU: ODS44310H-bwdf-ag,"""https://image.geeko.ltd/small/c2c53744-b3ad-4c73-80e7-3b251fb8e137-18897-pc"", ""https://image.geeko.ltd/small/c2c53744-b3ad-4c73-80e7-3b251fb8e137-18897-pc-sec"", ""https://image.geeko.ltd/small/c2c53744-b3ad-4c73-80e7-3b251fb8e137-18897-pc-0"", ""https://image.geeko.ltd/small/c2c53744-b3ad-4c73-80e7-3b251fb8e137-18897-pc-1"", ""https://image.geeko.ltd/small/c2c53744-b3ad-4c73-80e7-3b251fb8e137-18897-pc-2"", ""https://image.geeko.ltd/small/c2c53744-b3ad-4c73-80e7-3b251fb8e137-18897-pc-3""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Plain," 60%Polyester,35%Viscose,5%Elastane", V-Neck, Sleeveless, Regular, Daily, 1*Top," Ribbed Top,Tank"," Button,Chain", Skinny, High Stretch, No, Machine wash or professional dry clean,
Chain Decor Buttoned Ribbed Tank Top,$6.20,$8.27,White,SKU: ODS44310H-bwdf-w,"""https://image.geeko.ltd/small/d654f9dc-198f-4175-862e-b6f14fd3cbf8-10540-pc"", ""https://image.geeko.ltd/small/d654f9dc-198f-4175-862e-b6f14fd3cbf8-10540-pc-sec"", ""https://image.geeko.ltd/small/d654f9dc-198f-4175-862e-b6f14fd3cbf8-10540-pc-0"", ""https://image.geeko.ltd/small/d654f9dc-198f-4175-862e-b6f14fd3cbf8-10540-pc-1""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Plain," 60%Polyester,35%Viscose,5%Elastane", V-Neck, Sleeveless, Regular, Daily, 1*Top," Ribbed Top,Tank"," Button,Chain", Skinny, High Stretch, No, Machine wash or professional dry clean,
Buckled Ladder Cutout Tank Top,$5.58,$7.44,,SKU: ODT3779I-bwdf2-bk,"""https://image.geeko.ltd/small/1afa344b-7614-4859-b84b-e40ca7681fde-23573-pc"", ""https://image.geeko.ltd/small/1afa344b-7614-4859-b84b-e40ca7681fde-23573-pc"", ""https://image.geeko.ltd/small/1afa344b-7614-4859-b84b-e40ca7681fde-23573-pc-sec"", ""https://image.geeko.ltd/small/1afa344b-7614-4859-b84b-e40ca7681fde-23573-pc-0"", ""https://image.geeko.ltd/small/1afa344b-7614-4859-b84b-e40ca7681fde-23573-pc-1""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Plain," 95%Polyester,5%Elastane", Asymmetrical Neck, Sleeveless, Regular, Daily, 1*Top, Tank," Buckle,Cutout", Regular, Non-Stretch, No, Machine wash or professional dry clean,
Pearls Decor Layered Cami Top,$9.40,$12.54,Pink,SKU: LZR14367-bwvg2-pi,"""https://image.geeko.ltd/small/dbcc64f2-7c50-4161-a2a8-b3ed41a57790-14643-pc"", ""https://image.geeko.ltd/small/dbcc64f2-7c50-4161-a2a8-b3ed41a57790-14643-pc"", ""https://image.geeko.ltd/small/dbcc64f2-7c50-4161-a2a8-b3ed41a57790-14643-pc-sec"", ""https://image.geeko.ltd/small/dbcc64f2-7c50-4161-a2a8-b3ed41a57790-14643-pc-0"", ""https://image.geeko.ltd/small/dbcc64f2-7c50-4161-a2a8-b3ed41a57790-14643-pc-1"", ""https://image.geeko.ltd/small/dbcc64f2-7c50-4161-a2a8-b3ed41a57790-14643-pc-2"", ""https://image.geeko.ltd/small/dbcc64f2-7c50-4161-a2a8-b3ed41a57790-14643-pc-3"", ""https://image.geeko.ltd/small/dbcc64f2-7c50-4161-a2a8-b3ed41a57790-14643-pc-4"", ""https://image.geeko.ltd/small/dbcc64f2-7c50-4161-a2a8-b3ed41a57790-14643-pc-5""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Chic,Sexy", Plain, 100%Polyester, V-Neck, Spaghetti Strap, Regular, Daily, 1*Top, Cami, Pearls, Regular, Non-Stretch, Semi-Sheer, Machine wash or professional dry clean,
Pearls Decor Layered Cami Top,$9.40,$12.54,Rose Red,SKU: LZR14367-bwvg2-re,"""https://image.geeko.ltd/small/0516f342-182c-42e3-a981-8f3c3d479477-13781-pc"", ""https://image.geeko.ltd/small/0516f342-182c-42e3-a981-8f3c3d479477-13781-pc"", ""https://image.geeko.ltd/small/0516f342-182c-42e3-a981-8f3c3d479477-13781-pc-sec"", ""https://image.geeko.ltd/small/0516f342-182c-42e3-a981-8f3c3d479477-13781-pc-0""","2XL(16), L(8-10), M(6), S(4), XL(12), XXL(14)","2XL, L, M, S, XL, XXL","2XL(20), L(12-14), M(10), S(8), XL(16), XXL(18)","2XL(20), L(12-14), M(10), S(8), XL(16), XXL(18)","2XL(48), L(40-42), M(38), S(36), XL(44), XXL(46)","G2(2XL), G(L), M(M), P(S), GG(XL), EG(XXL)","48(2XL), L(40-42), M(38), S(36), XL(44), XXL(46)","2XL, L, M, S, XL, XXL"," Chic,Sexy", Plain, 100%Polyester, V-Neck, Spaghetti Strap, Regular, Daily, 1*Top, Cami, Pearls, Regular, Non-Stretch, Semi-Sheer, Machine wash or professional dry clean,
Pearls Decor Layered Cami Top,$9.40,$12.54,Blue,SKU: LZR14367-bwvg2-bl,"""https://image.geeko.ltd/small/0eb15b8e-4e73-4f48-b1f6-241b141f41a4-58499-pc"", ""https://image.geeko.ltd/small/0eb15b8e-4e73-4f48-b1f6-241b141f41a4-58499-pc"", ""https://image.geeko.ltd/small/0eb15b8e-4e73-4f48-b1f6-241b141f41a4-58499-pc-sec"", ""https://image.geeko.ltd/small/0eb15b8e-4e73-4f48-b1f6-241b141f41a4-58499-pc-0"", ""https://image.geeko.ltd/small/0eb15b8e-4e73-4f48-b1f6-241b141f41a4-58499-pc-1""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Chic,Sexy", Plain, 100%Polyester, V-Neck, Spaghetti Strap, Regular, Daily, 1*Top, Cami, Pearls, Regular, Non-Stretch, Semi-Sheer, Machine wash or professional dry clean,
Plain Knit Sleeveless Halter Bodysuit,,$7.03,Black,SKU: BS452-bwdf2-bk,"""https://image.geeko.ltd/small/71d74182-b7b0-49f0-83ae-07d819d20a3a-04515-pc"", ""https://image.geeko.ltd/small/71d74182-b7b0-49f0-83ae-07d819d20a3a-04515-pc-sec""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Plain," 90%Viscose,10%Elastane", Halter, Sleeveless, Regular, Daily, 1*Bodysuit, Bodysuit, Criss Cross, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Plain Knit Sleeveless Halter Bodysuit,,$7.03,White,SKU: BS452-bwdf2-w,"""https://image.geeko.ltd/small/3fb3cfc4-9b33-4dd4-b940-d5412ddbc04e-90794-pc"", ""https://image.geeko.ltd/small/3fb3cfc4-9b33-4dd4-b940-d5412ddbc04e-90794-pc-sec"", ""https://image.geeko.ltd/small/3fb3cfc4-9b33-4dd4-b940-d5412ddbc04e-90794-pc-0"", ""https://image.geeko.ltd/small/3fb3cfc4-9b33-4dd4-b940-d5412ddbc04e-90794-pc-1"", ""https://image.geeko.ltd/small/3fb3cfc4-9b33-4dd4-b940-d5412ddbc04e-90794-pc-2"", ""https://image.geeko.ltd/small/3fb3cfc4-9b33-4dd4-b940-d5412ddbc04e-90794-pc-3""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Plain," 90%Viscose,10%Elastane", Halter, Sleeveless, Regular, Daily, 1*Bodysuit, Bodysuit, Criss Cross, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Plain Knit Sleeveless Halter Bodysuit,,$7.03,Pink,SKU: BS452-bwdf2-pi,"""https://image.geeko.ltd/small/bd8e0fac-7c6d-4798-a07d-a17376ac4bb2-27470-pc"", ""https://image.geeko.ltd/small/bd8e0fac-7c6d-4798-a07d-a17376ac4bb2-27470-pc-sec"", ""https://image.geeko.ltd/small/bd8e0fac-7c6d-4798-a07d-a17376ac4bb2-27470-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Plain," 90%Viscose,10%Elastane", Halter, Sleeveless, Regular, Daily, 1*Bodysuit, Bodysuit, Criss Cross, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Plain Knit Sleeveless Halter Bodysuit,,$7.03,Gray,SKU: BS452-bwdf2-ga,"""https://image.geeko.ltd/small/38d74981-8cee-42ce-a58c-b6a8cb154b36-31908-pc"", ""https://image.geeko.ltd/small/38d74981-8cee-42ce-a58c-b6a8cb154b36-31908-pc-sec"", ""https://image.geeko.ltd/small/38d74981-8cee-42ce-a58c-b6a8cb154b36-31908-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Plain," 90%Viscose,10%Elastane", Halter, Sleeveless, Regular, Daily, 1*Bodysuit, Bodysuit, Criss Cross, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Love Heart Pattern Contrast Lace Tank Top,$11.54,$15.38,,SKU: ODS5211A-bwdf2-pi,"""https://image.geeko.ltd/small/f113c4b7-6ceb-49c2-8629-2ad902a8c4c0-02127-pc"", ""https://image.geeko.ltd/small/f113c4b7-6ceb-49c2-8629-2ad902a8c4c0-02127-pc-sec"", ""https://image.geeko.ltd/small/f113c4b7-6ceb-49c2-8629-2ad902a8c4c0-02127-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic"," Heart,Letter", 100%Polyester, U-Neck, Thick Strap, Regular," Daily,Vacation", 1*Top, Tank, Contrast Lace, Regular, Slight Stretch, No," Hand wash, do not dry clean",
Wrap Ruched Tank Tops V-Neck Solid Button Design Slim Fit Casual Holiday Summer Ribbed Tee Tops,$5.87,$7.82,Gray,SKU: ODS44310I-bwdf-ga,"""https://image.geeko.ltd/small/3f8e51eb-1b33-45ac-9202-0264bfe3a77b-83127-pc"", ""https://image.geeko.ltd/small/3f8e51eb-1b33-45ac-9202-0264bfe3a77b-83127-pc-sec"", ""https://image.geeko.ltd/small/3f8e51eb-1b33-45ac-9202-0264bfe3a77b-83127-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Plain," 60%Polyester,35%Viscose,5%Elastane", V-Neck, Sleeveless, Regular, Daily, 1*Top," Ribbed Top,Tank"," Button,Ruched", Skinny, High Stretch, No, Machine wash or professional dry clean,
Wrap Ruched Tank Tops V-Neck Solid Button Design Slim Fit Casual Holiday Summer Ribbed Tee Tops,$5.87,$7.82,Army Green,SKU: ODS44310I-bwdf-ag,"""https://image.geeko.ltd/small/3e4e3cb7-0c5c-4457-811f-db079c6de123-98336-pc"", ""https://image.geeko.ltd/small/3e4e3cb7-0c5c-4457-811f-db079c6de123-98336-pc-sec"", ""https://image.geeko.ltd/small/3e4e3cb7-0c5c-4457-811f-db079c6de123-98336-pc-0"", ""https://image.geeko.ltd/small/3e4e3cb7-0c5c-4457-811f-db079c6de123-98336-pc-1"", ""https://image.geeko.ltd/small/3e4e3cb7-0c5c-4457-811f-db079c6de123-98336-pc-2"", ""https://image.geeko.ltd/small/3e4e3cb7-0c5c-4457-811f-db079c6de123-98336-pc-3""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Plain," 60%Polyester,35%Viscose,5%Elastane", V-Neck, Sleeveless, Regular, Daily, 1*Top," Ribbed Top,Tank"," Button,Ruched", Skinny, High Stretch, No, Machine wash or professional dry clean,
Rhinestone Embellished Thick Strap Tank Top,$7.43,$9.9,Gray,SKU: LZX4890D-bwdf2-ga,"""https://image.geeko.ltd/small/3c2bf385-1bbd-4bc7-8e3e-eb10b19e62b4-18529-pc"", ""https://image.geeko.ltd/small/3c2bf385-1bbd-4bc7-8e3e-eb10b19e62b4-18529-pc-sec"", ""https://image.geeko.ltd/small/3c2bf385-1bbd-4bc7-8e3e-eb10b19e62b4-18529-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Casual,Chic", Plain," 95%Polyester,5%Elastane", Square Neck, Thick Strap, Regular, Daily, 1*top, Tank, Rhinestone, Regular, Medium Stretch, No, Machine wash or professional dry clean,
Rhinestone Embellished Thick Strap Tank Top,$7.43,$9.9,Blue,SKU: LZX4890D-bwdf2-bl,"""https://image.geeko.ltd/small/35792e2f-6abb-4776-97b1-7b567f464894-16662-pc"", ""https://image.geeko.ltd/small/35792e2f-6abb-4776-97b1-7b567f464894-16662-pc-sec"", ""https://image.geeko.ltd/small/35792e2f-6abb-4776-97b1-7b567f464894-16662-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Casual,Chic", Plain," 95%Polyester,5%Elastane", Square Neck, Thick Strap, Regular, Daily, 1*top, Tank, Rhinestone, Regular, Medium Stretch, No, Machine wash or professional dry clean,
Long Sleeve T Shirts Button Down Slim Fit Tops Crewneck Ribbed Top,$6.79,$9.05,Pink,SKU: ODS5090-bwdf2-pi,"""https://image.geeko.ltd/small/92418b36-0845-4642-8d04-025326d889ba-68006-pc"", ""https://image.geeko.ltd/small/92418b36-0845-4642-8d04-025326d889ba-68006-pc-sec"", ""https://image.geeko.ltd/small/92418b36-0845-4642-8d04-025326d889ba-68006-pc-0"", ""https://image.geeko.ltd/small/92418b36-0845-4642-8d04-025326d889ba-68006-pc-1"", ""https://image.geeko.ltd/small/92418b36-0845-4642-8d04-025326d889ba-68006-pc-2"", ""https://image.geeko.ltd/small/92418b36-0845-4642-8d04-025326d889ba-68006-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain," 94%Viscose,6%Elastane", Round Neck, Short Sleeve, Regular," Daily,Vacation", 1*T-Shirt, Regular, Button, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Long Sleeve T Shirts Button Down Slim Fit Tops Crewneck Ribbed Top,$6.79,$9.05,Black,SKU: ODS5090-bwdf2-bk,"""https://image.geeko.ltd/small/21727c70-df3d-40c7-ab05-ac4ab44c44f8-01606-pc"", ""https://image.geeko.ltd/small/21727c70-df3d-40c7-ab05-ac4ab44c44f8-01606-pc-sec"", ""https://image.geeko.ltd/small/21727c70-df3d-40c7-ab05-ac4ab44c44f8-01606-pc-0"", ""https://image.geeko.ltd/small/21727c70-df3d-40c7-ab05-ac4ab44c44f8-01606-pc-1"", ""https://image.geeko.ltd/small/21727c70-df3d-40c7-ab05-ac4ab44c44f8-01606-pc-2"", ""https://image.geeko.ltd/small/21727c70-df3d-40c7-ab05-ac4ab44c44f8-01606-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain," 94%Viscose,6%Elastane", Round Neck, Short Sleeve, Regular," Daily,Vacation", 1*T-Shirt, Regular, Button, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
