Product Name,Discount Price,Actual Price,Color,SKU,Image URLs,US Size,CA Size,UK Size,AU Size,EU Size,BR Size,FR Size,RU Size,Style,Type,Material,Neckline,Sleeve Style,Length,Pattern Type,Decoration,Fit Type,Occasion,Package Include,Fabric Elasticity,Sheer,Care Instructions,With Belt,Sleeve Type,Waist Line
Floral Print Shirred Off Shoulder Dress,$11.36,$15.15,,SKU: LZR9791A4-bwla2-bl,"""https://image.geeko.ltd/small/f2ae952e-c163-4a3e-a597-11f174573010-23018-pc"", ""https://image.geeko.ltd/small/f2ae952e-c163-4a3e-a597-11f174573010-23018-pc-sec"", ""https://image.geeko.ltd/small/f2ae952e-c163-4a3e-a597-11f174573010-23018-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Boho,Chic", A Line," 97%Polyester,3%Elastane", Off the Shoulder, Three Quarters, Mini, Floral, Shirred, Regular," Daily,Vacation", 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Side Slit Drawstring Ruched Bodycon Casual Sun Maxi Dresses Sleeveless Ribbed Tank Dress,$7.72,$10.29,Army Green,SKU: ODL1401-bwla2-ag,"""https://image.geeko.ltd/small/a938cec9-532d-4717-aa44-76941f98693e-02360-pc"", ""https://image.geeko.ltd/small/a938cec9-532d-4717-aa44-76941f98693e-02360-pc"", ""https://image.geeko.ltd/small/a938cec9-532d-4717-aa44-76941f98693e-02360-pc-sec"", ""https://image.geeko.ltd/small/a938cec9-532d-4717-aa44-76941f98693e-02360-pc-0"", ""https://image.geeko.ltd/small/a938cec9-532d-4717-aa44-76941f98693e-02360-pc-1""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Slit," 93%Polyester,7%Elastane", U-Neck, Sleeveless, Mid-Calf, Plain," Drawstring,Ruched", Regular," Daily,Vacation", 1* Dress, Non-Stretch, No," Machine wash, do not dry clean",,,
Side Slit Drawstring Ruched Bodycon Casual Sun Maxi Dresses Sleeveless Ribbed Tank Dress,$7.72,$10.29,Black,SKU: ODL1401-bwla2-bk,"""https://image.geeko.ltd/small/a0ac3090-b708-4f3f-aa3f-1f7c6aa5196c-00595-pc"", ""https://image.geeko.ltd/small/a0ac3090-b708-4f3f-aa3f-1f7c6aa5196c-00595-pc"", ""https://image.geeko.ltd/small/a0ac3090-b708-4f3f-aa3f-1f7c6aa5196c-00595-pc-sec""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Slit," 93%Polyester,7%Elastane", U-Neck, Sleeveless, Mid-Calf, Plain," Drawstring,Ruched", Regular," Daily,Vacation", 1* Dress, Non-Stretch, No," Machine wash, do not dry clean",,,
Side Slit Drawstring Ruched Bodycon Casual Sun Maxi Dresses Sleeveless Ribbed Tank Dress,$7.72,$10.29,Hot Pink,SKU: ODL1401-bwla2-hp,"""https://image.geeko.ltd/small/2d5667a7-97b5-43d2-bcde-94dcc0b90bf0-29885-pc"", ""https://image.geeko.ltd/small/2d5667a7-97b5-43d2-bcde-94dcc0b90bf0-29885-pc"", ""https://image.geeko.ltd/small/2d5667a7-97b5-43d2-bcde-94dcc0b90bf0-29885-pc-sec"", ""https://image.geeko.ltd/small/2d5667a7-97b5-43d2-bcde-94dcc0b90bf0-29885-pc-0"", ""https://image.geeko.ltd/small/2d5667a7-97b5-43d2-bcde-94dcc0b90bf0-29885-pc-1""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Slit," 93%Polyester,7%Elastane", U-Neck, Sleeveless, Mid-Calf, Plain," Drawstring,Ruched", Regular," Daily,Vacation", 1* Dress, Non-Stretch, No," Machine wash, do not dry clean",,,
Side Slit Drawstring Ruched Bodycon Casual Sun Maxi Dresses Sleeveless Ribbed Tank Dress,$7.72,$10.29,Dark Brown,SKU: ODL1401-bwla2-dbn,"""https://image.geeko.ltd/small/29170ba1-6cc2-4b39-a449-41402f9b5389-38669-pc"", ""https://image.geeko.ltd/small/29170ba1-6cc2-4b39-a449-41402f9b5389-38669-pc"", ""https://image.geeko.ltd/small/29170ba1-6cc2-4b39-a449-41402f9b5389-38669-pc-sec"", ""https://image.geeko.ltd/small/29170ba1-6cc2-4b39-a449-41402f9b5389-38669-pc-0"", ""https://image.geeko.ltd/small/29170ba1-6cc2-4b39-a449-41402f9b5389-38669-pc-1""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Slit," 93%Polyester,7%Elastane", U-Neck, Sleeveless, Mid-Calf, Plain," Drawstring,Ruched", Regular," Daily,Vacation", 1* Dress, Non-Stretch, No," Machine wash, do not dry clean",,,
Side Slit Drawstring Ruched Bodycon Casual Sun Maxi Dresses Sleeveless Ribbed Tank Dress,$7.72,$10.29,White,SKU: ODL1401-bwla2-w,"""https://image.geeko.ltd/small/2e83c9cb-6f49-4260-8be7-652a229c2c8c-33366-pc"", ""https://image.geeko.ltd/small/2e83c9cb-6f49-4260-8be7-652a229c2c8c-33366-pc"", ""https://image.geeko.ltd/small/2e83c9cb-6f49-4260-8be7-652a229c2c8c-33366-pc-sec"", ""https://image.geeko.ltd/small/2e83c9cb-6f49-4260-8be7-652a229c2c8c-33366-pc-0"", ""https://image.geeko.ltd/small/2e83c9cb-6f49-4260-8be7-652a229c2c8c-33366-pc-1"", ""https://image.geeko.ltd/small/2e83c9cb-6f49-4260-8be7-652a229c2c8c-33366-pc-2"", ""https://image.geeko.ltd/small/2e83c9cb-6f49-4260-8be7-652a229c2c8c-33366-pc-3"", ""https://image.geeko.ltd/small/2e83c9cb-6f49-4260-8be7-652a229c2c8c-33366-pc-4"", ""https://image.geeko.ltd/small/2e83c9cb-6f49-4260-8be7-652a229c2c8c-33366-pc-5""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Slit," 93%Polyester,7%Elastane", U-Neck, Sleeveless, Mid-Calf, Plain," Drawstring,Ruched", Regular," Daily,Vacation", 1* Dress, Non-Stretch, No," Machine wash, do not dry clean",,,
Side Slit Drawstring Ruched Bodycon Casual Sun Maxi Dresses Sleeveless Ribbed Tank Dress,$7.72,$10.29,Green,SKU: ODL1401-bwla2-gr,"""https://image.geeko.ltd/small/aca24f10-f728-4f11-8790-1ebc2a9733f6-71659-pc"", ""https://image.geeko.ltd/small/aca24f10-f728-4f11-8790-1ebc2a9733f6-71659-pc"", ""https://image.geeko.ltd/small/aca24f10-f728-4f11-8790-1ebc2a9733f6-71659-pc-sec"", ""https://image.geeko.ltd/small/aca24f10-f728-4f11-8790-1ebc2a9733f6-71659-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Slit," 93%Polyester,7%Elastane", U-Neck, Sleeveless, Mid-Calf, Plain," Drawstring,Ruched", Regular," Daily,Vacation", 1* Dress, Non-Stretch, No," Machine wash, do not dry clean",,,
Side Slit Drawstring Ruched Bodycon Casual Sun Maxi Dresses Sleeveless Ribbed Tank Dress,$7.72,$10.29,Blue,SKU: ODL1401-bwla2-bl,"""https://image.geeko.ltd/small/7189c751-529d-4757-96fb-70d46bcd3d7d-60619-pc"", ""https://image.geeko.ltd/small/7189c751-529d-4757-96fb-70d46bcd3d7d-60619-pc"", ""https://image.geeko.ltd/small/7189c751-529d-4757-96fb-70d46bcd3d7d-60619-pc-sec"", ""https://image.geeko.ltd/small/7189c751-529d-4757-96fb-70d46bcd3d7d-60619-pc-0"", ""https://image.geeko.ltd/small/7189c751-529d-4757-96fb-70d46bcd3d7d-60619-pc-1"", ""https://image.geeko.ltd/small/7189c751-529d-4757-96fb-70d46bcd3d7d-60619-pc-2"", ""https://image.geeko.ltd/small/7189c751-529d-4757-96fb-70d46bcd3d7d-60619-pc-3"", ""https://image.geeko.ltd/small/7189c751-529d-4757-96fb-70d46bcd3d7d-60619-pc-4""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Slit," 93%Polyester,7%Elastane", U-Neck, Sleeveless, Mid-Calf, Plain," Drawstring,Ruched", Regular," Daily,Vacation", 1* Dress, Non-Stretch, No," Machine wash, do not dry clean",,,
Side Slit Drawstring Ruched Bodycon Casual Sun Maxi Dresses Sleeveless Ribbed Tank Dress,$7.72,$10.29,Coffee,SKU: ODL1401-bwla2-co,"""https://image.geeko.ltd/small/ad898646-a803-435f-ba10-e2daf1dc1d0b-01782-pc"", ""https://image.geeko.ltd/small/ad898646-a803-435f-ba10-e2daf1dc1d0b-01782-pc"", ""https://image.geeko.ltd/small/ad898646-a803-435f-ba10-e2daf1dc1d0b-01782-pc-sec"", ""https://image.geeko.ltd/small/ad898646-a803-435f-ba10-e2daf1dc1d0b-01782-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Slit," 93%Polyester,7%Elastane", U-Neck, Sleeveless, Mid-Calf, Plain," Drawstring,Ruched", Regular," Daily,Vacation", 1* Dress, Non-Stretch, No," Machine wash, do not dry clean",,,
Plaid Print Ruffles Knotted Backless Casual Dress,$10.54,$14.05,,SKU: LZS2273-bwla2-r,"""https://image.geeko.ltd/small/5358ee9b-338b-4e28-9261-0f257354fca4-85474-pc"", ""https://image.geeko.ltd/small/5358ee9b-338b-4e28-9261-0f257354fca4-85474-pc-sec"", ""https://image.geeko.ltd/small/5358ee9b-338b-4e28-9261-0f257354fca4-85474-pc-0"", ""https://image.geeko.ltd/small/5358ee9b-338b-4e28-9261-0f257354fca4-85474-pc-1""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, A Line, Polyester, Round Neck, Short Sleeve, Mini, Plaid," Backless,Knotted,Ruffles", Regular, Daily, 1* Dress,,,,,,
Colorblock Bronzing Chevron Print Casual Dress,,$11.53,,SKU: LZW0432L-bwla-bk,"""https://image.geeko.ltd/small/7a7777b6-41fd-46db-9647-6d8609341454-27710-pc"", ""https://image.geeko.ltd/small/7a7777b6-41fd-46db-9647-6d8609341454-27710-pc-sec"", ""https://image.geeko.ltd/small/7a7777b6-41fd-46db-9647-6d8609341454-27710-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, A Line," 97%Polyester,3%Elastane", V-Neck, Long Sleeve, Mini," Chevron,Colorblock", Others, Regular, Daily, 1*Dress, Slight Stretch, No," Hand wash, do not dry clean",,,
Buttoned Pocket Design Casual Shirt Dress,$12.86,$17.14,Black,SKU: JCK0068-bwdf-bk,"""https://image.geeko.ltd/small/ee78e413-760d-48c7-89e9-5d8f1a64fd8d-80398-pc"", ""https://image.geeko.ltd/small/ee78e413-760d-48c7-89e9-5d8f1a64fd8d-80398-pc"", ""https://image.geeko.ltd/small/ee78e413-760d-48c7-89e9-5d8f1a64fd8d-80398-pc-sec"", ""https://image.geeko.ltd/small/ee78e413-760d-48c7-89e9-5d8f1a64fd8d-80398-pc-0"", ""https://image.geeko.ltd/small/ee78e413-760d-48c7-89e9-5d8f1a64fd8d-80398-pc-1"", ""https://image.geeko.ltd/small/ee78e413-760d-48c7-89e9-5d8f1a64fd8d-80398-pc-2""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Straight, 100%Cotton, Turn-down Collar, Short Sleeve, Mini, Plain," Button,Pocket", Regular," Daily,Vacation", 1* Dress, Slight Stretch,,,,,
Buttoned Pocket Design Casual Shirt Dress,$12.86,$17.14,Green,SKU: JCK0068-bwdf-gr,"""https://image.geeko.ltd/small/85a4b52a-6e75-48b9-bd95-16c57ef0f0e2-59493-pc"", ""https://image.geeko.ltd/small/85a4b52a-6e75-48b9-bd95-16c57ef0f0e2-59493-pc"", ""https://image.geeko.ltd/small/85a4b52a-6e75-48b9-bd95-16c57ef0f0e2-59493-pc-sec"", ""https://image.geeko.ltd/small/85a4b52a-6e75-48b9-bd95-16c57ef0f0e2-59493-pc-0"", ""https://image.geeko.ltd/small/85a4b52a-6e75-48b9-bd95-16c57ef0f0e2-59493-pc-1"", ""https://image.geeko.ltd/small/85a4b52a-6e75-48b9-bd95-16c57ef0f0e2-59493-pc-2"", ""https://image.geeko.ltd/small/85a4b52a-6e75-48b9-bd95-16c57ef0f0e2-59493-pc-3""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Straight, 100%Cotton, Turn-down Collar, Short Sleeve, Mini, Plain," Button,Pocket", Regular," Daily,Vacation", 1* Dress, Slight Stretch,,,,,
Buttoned Pocket Design Casual Shirt Dress,$12.86,$17.14,Yellow,SKU: JCK0068-bwdf-y,"""https://image.geeko.ltd/small/4f267573-236d-4acc-b6a0-6abd58c365a1-01832-pc"", ""https://image.geeko.ltd/small/4f267573-236d-4acc-b6a0-6abd58c365a1-01832-pc"", ""https://image.geeko.ltd/small/4f267573-236d-4acc-b6a0-6abd58c365a1-01832-pc-sec"", ""https://image.geeko.ltd/small/4f267573-236d-4acc-b6a0-6abd58c365a1-01832-pc-0"", ""https://image.geeko.ltd/small/4f267573-236d-4acc-b6a0-6abd58c365a1-01832-pc-1"", ""https://image.geeko.ltd/small/4f267573-236d-4acc-b6a0-6abd58c365a1-01832-pc-2""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Straight, 100%Cotton, Turn-down Collar, Short Sleeve, Mini, Plain," Button,Pocket", Regular," Daily,Vacation", 1* Dress, Slight Stretch,,,,,
Buttoned Pocket Design Casual Shirt Dress,$12.86,$17.14,White,SKU: JCK0068-bwdf-w,"""https://image.geeko.ltd/small/9d26dc56-6710-4e9d-89e2-850c78e82880-17457-pc"", ""https://image.geeko.ltd/small/9d26dc56-6710-4e9d-89e2-850c78e82880-17457-pc"", ""https://image.geeko.ltd/small/9d26dc56-6710-4e9d-89e2-850c78e82880-17457-pc-sec"", ""https://image.geeko.ltd/small/9d26dc56-6710-4e9d-89e2-850c78e82880-17457-pc-0"", ""https://image.geeko.ltd/small/9d26dc56-6710-4e9d-89e2-850c78e82880-17457-pc-1"", ""https://image.geeko.ltd/small/9d26dc56-6710-4e9d-89e2-850c78e82880-17457-pc-2"", ""https://image.geeko.ltd/small/9d26dc56-6710-4e9d-89e2-850c78e82880-17457-pc-3"", ""https://image.geeko.ltd/small/9d26dc56-6710-4e9d-89e2-850c78e82880-17457-pc-4"", ""https://image.geeko.ltd/small/9d26dc56-6710-4e9d-89e2-850c78e82880-17457-pc-5"", ""https://image.geeko.ltd/small/9d26dc56-6710-4e9d-89e2-850c78e82880-17457-pc-6"", ""https://image.geeko.ltd/small/9d26dc56-6710-4e9d-89e2-850c78e82880-17457-pc-7"", ""https://image.geeko.ltd/small/9d26dc56-6710-4e9d-89e2-850c78e82880-17457-pc-8""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Straight, 100%Cotton, Turn-down Collar, Short Sleeve, Mini, Plain," Button,Pocket", Regular," Daily,Vacation", 1* Dress, Slight Stretch,,,,,
Tie Dye Print Pocket Design Casual Dress,$5.81,$7.75,,SKU: ODS3705A13-bwla2-mu,"""https://image.geeko.ltd/small/8cfafc78-ba0c-4b47-a96d-f4528127cabb-01746-pc"", ""https://image.geeko.ltd/small/8cfafc78-ba0c-4b47-a96d-f4528127cabb-01746-pc-sec"", ""https://image.geeko.ltd/small/8cfafc78-ba0c-4b47-a96d-f4528127cabb-01746-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Straight," 95%Polyester,5%Elastane", V-Neck, Sleeveless, Mini, Tie Dye, Pocket, Regular," Daily,Vacation", 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Chain Decor Pocket Design Drawstring Casual Dress,$8.27,$11.02,Hot Pink,SKU: ODS3705X-bwla2-hp,"""https://image.geeko.ltd/small/7ce60d18-531c-49d7-9080-3da31e1a3452-79660-pc"", ""https://image.geeko.ltd/small/7ce60d18-531c-49d7-9080-3da31e1a3452-79660-pc"", ""https://image.geeko.ltd/small/7ce60d18-531c-49d7-9080-3da31e1a3452-79660-pc-sec"", ""https://image.geeko.ltd/small/7ce60d18-531c-49d7-9080-3da31e1a3452-79660-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Straight," 95%Polyester,5%Elastane", Keyhole Neck, Sleeveless, Mini, Plain," Chain,Drawstring,Pocket,Ruched", Regular," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,,
Chain Decor Pocket Design Drawstring Casual Dress,$8.27,$11.02,Light Green,SKU: ODS3705X-bwla2-lgr,"""https://image.geeko.ltd/small/462d5b4c-30c4-4efc-b340-26c6ab860269-63067-pc"", ""https://image.geeko.ltd/small/462d5b4c-30c4-4efc-b340-26c6ab860269-63067-pc"", ""https://image.geeko.ltd/small/462d5b4c-30c4-4efc-b340-26c6ab860269-63067-pc-sec"", ""https://image.geeko.ltd/small/462d5b4c-30c4-4efc-b340-26c6ab860269-63067-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Straight," 95%Polyester,5%Elastane", Keyhole Neck, Sleeveless, Mini, Plain," Chain,Drawstring,Pocket,Ruched", Regular," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,,
Chain Decor Pocket Design Drawstring Casual Dress,$8.27,$11.02,Black,SKU: ODS3705X-bwla2-bk,"""https://image.geeko.ltd/small/fa00185b-1922-4258-94bf-f8dc230862df-01343-pc"", ""https://image.geeko.ltd/small/fa00185b-1922-4258-94bf-f8dc230862df-01343-pc"", ""https://image.geeko.ltd/small/fa00185b-1922-4258-94bf-f8dc230862df-01343-pc-sec"", ""https://image.geeko.ltd/small/fa00185b-1922-4258-94bf-f8dc230862df-01343-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Straight," 95%Polyester,5%Elastane", Keyhole Neck, Sleeveless, Mini, Plain," Chain,Drawstring,Pocket,Ruched", Regular," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,,
Pocket Design V-Neck Casual Dress,$10.92,$14.56,,SKU: ODT99612-bwdf2-gr,"""https://image.geeko.ltd/small/86502975-c5ff-4c36-ac5a-a72c83911131-79930-pc"", ""https://image.geeko.ltd/small/86502975-c5ff-4c36-ac5a-a72c83911131-79930-pc-sec"", ""https://image.geeko.ltd/small/86502975-c5ff-4c36-ac5a-a72c83911131-79930-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Straight, 100%Polyester, V-Neck, Short Sleeve, Mini, Plain, Pocket, Regular, Daily, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Butterfly Print Tie Front Long Sleeve Dress,$8.85,$11.8,Blue,SKU: LZR7472-bwla2-bl,"""https://image.geeko.ltd/small/e2a80932-b3db-4f31-9f1d-78571b27d653-99448-pc"", ""https://image.geeko.ltd/small/e2a80932-b3db-4f31-9f1d-78571b27d653-99448-pc-sec"", ""https://image.geeko.ltd/small/e2a80932-b3db-4f31-9f1d-78571b27d653-99448-pc-0"", ""https://image.geeko.ltd/small/e2a80932-b3db-4f31-9f1d-78571b27d653-99448-pc-1"", ""https://image.geeko.ltd/small/e2a80932-b3db-4f31-9f1d-78571b27d653-99448-pc-2"", ""https://image.geeko.ltd/small/e2a80932-b3db-4f31-9f1d-78571b27d653-99448-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Bodycon," 97%Polyester,3%Elastane", O-neck, Long Sleeve, Mini, Butterfly, Tied Detail, Regular, OTTD, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Butterfly Print Tie Front Long Sleeve Dress,$8.85,$11.8,Blue,SKU: LZR7472-bwvg3-bl,"""https://image.geeko.ltd/small/f7d3ff59-01b1-4dbe-94ed-3b07cda972d3-68979-pc"", ""https://image.geeko.ltd/small/f7d3ff59-01b1-4dbe-94ed-3b07cda972d3-68979-pc-sec"", ""https://image.geeko.ltd/small/f7d3ff59-01b1-4dbe-94ed-3b07cda972d3-68979-pc-0"", ""https://image.geeko.ltd/small/f7d3ff59-01b1-4dbe-94ed-3b07cda972d3-68979-pc-1"", ""https://image.geeko.ltd/small/f7d3ff59-01b1-4dbe-94ed-3b07cda972d3-68979-pc-2"", ""https://image.geeko.ltd/small/f7d3ff59-01b1-4dbe-94ed-3b07cda972d3-68979-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Bodycon," 97%Polyester,3%Elastane", O-neck, Long Sleeve, Mini, Butterfly, Tied Detail, Regular, OTTD, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Sleeveless Hollow-out Lace Side Slit Summer Tank Dress,$9.92,$13.23,Dark Grey,SKU: ODS5083H-bwla-dg,"""https://image.geeko.ltd/small/b770724b-6389-48e2-bc78-4a2ab1467ace-49958-pc"", ""https://image.geeko.ltd/small/b770724b-6389-48e2-bc78-4a2ab1467ace-49958-pc"", ""https://image.geeko.ltd/small/b770724b-6389-48e2-bc78-4a2ab1467ace-49958-pc-sec"", ""https://image.geeko.ltd/small/b770724b-6389-48e2-bc78-4a2ab1467ace-49958-pc-0"", ""https://image.geeko.ltd/small/b770724b-6389-48e2-bc78-4a2ab1467ace-49958-pc-1"", ""https://image.geeko.ltd/small/b770724b-6389-48e2-bc78-4a2ab1467ace-49958-pc-2"", ""https://image.geeko.ltd/small/b770724b-6389-48e2-bc78-4a2ab1467ace-49958-pc-3"", ""https://image.geeko.ltd/small/b770724b-6389-48e2-bc78-4a2ab1467ace-49958-pc-4""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Casual,Chic", Straight, 100%Polyester, Round Neck," Sleeveless,Thick Strap", Mid-Calf, Plain," Hollow-out,Slit", Regular," Daily,Vacation", 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
