Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,Egg Free,Fish Free,Peanut Free,Shellfish Free
Haagen-Dazs Rum Raisin Ice Cream,$3.49,$8.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_61f74ebf-6132-48b3-8304-672488761611.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e3866744-d774-4721-9e55-7c11da78bb1c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0da56f13-172c-41c4-add2-b88369a26dd2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b73bcf8a-b15c-4f8d-8019-73e493e2a2f9.jpg 4x","Häagen-Dazs Rum Raisin Ice Cream is crafted with sun-ripened California raisins that have been steeped in rum for 42 days before being blended into sweetened cream, for a warm and rich flavor experience. Plump and delicious rum-soaked California raisins mixed into sweetened cream adds just the right amount of warmth to this cool treat. With the finest of ingredients, including: cream, skim milk, cane sugar, egg yolks, and raisins, the Häagen-Dazs brand is dedicated to making the best tasting ice cream possible. We pride ourselves in using only the finest ingredients to make every bite of our ice cream one you'll love. In 1960, two Polish immigrants from the Bronx decided to create a new luxury in ice cream. They invented a recipe, dreamed up a name, and made it happen. Today, we still stand for that kind of creativity and imagination and continue to transform the finest ingredients into the most luxurious ice cream to be enjoyed by all. Because we believe that luxury is found wherever you are – in moments large and small. Here’s to choosing deliciousness every single time. Häagen-Dazs believes that the highest quality ingredients make the best-tasting ice cream. With that in mind, Häagen-Dazs ice cream is OU Kosher dairy certified and is made with milk and cream from cows not treated with the growth hormone rBST*.,• One 14-ounce package of Häagen-Dazs Rum Raisin Ice Cream,• Plump and delicious rum-soaked California raisins mixed into sweetened cream,• Häagen-Dazs Ice Cream is made with the finest ingredients from around the world, offering flavor to match any mood,• Meet your flavor match. Haagen-Dazs has a wide variety of flavors. There are classics like chocolate, coffee, or strawberry. If you're more adventurous try an indulgent combination like caramel cone or chocolate peanut butter ice cream.,• Whenever the mood strikes, there’s a Haagen-Dazs frozen treat to fit the occasion. Choose from Cones, Bars, Ice Cream, and Sorbet.","Cream, Skim Milk, Cane Sugar, Raisins, Egg Yolks, Rum.",Keep frozen until served.,Contains: milk and egg ingredients.,Gluten Free,,,,,
TGIF Buffalo Style Chicken Wings Frozen Snacks,$3.99,$5.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2dc6cfa2-7e18-4823-bf73-2fca1085b665.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7e980455-0291-4508-b2b2-323f643bec6c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a4d74e69-3cfb-4ffe-b0e1-6616e0edec78.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bcf3df09-2cb8-4f14-8c7e-16007602df0b.jpg 4x","Enjoy your TGI Fridays menu favorites at home with our easy restaurant style appetizers. Ready to heat, TGI Fridays regular Buffalo Style Chicken Wings are a quick and delicious appetizer or party food. Our TGIF crispy breaded chicken wings are topped with buffalo style sauce. Packaged in a box for convenient storage, you can heat our buffalo style wings in a conventional oven or microwave. Store our 9-ounce box of buffalo style chicken wings in the freezer until ready to prepare. Whether you’re craving chicken wings, potato skins, spinach artichoke dip, chicken bites, mozzarella sticks, jalapeno poppers or sliders, TGI Fridays has frozen appetizers the whole family will enjoy.,• One 9 oz box of TGI Fridays Frozen Appetizers Buffalo Style Chicken Wings, containing about 2 servings,• TGI Fridays Buffalo Style Chicken Wings are a quick appetizer that’s simple to prepare,• Ready to heat in your oven or microwave,• Our TGI Friday's crispy breaded chicken wings are topped with buffalo style sauce,• Regular bone-in chicken wings are ideal as an easy appetizer or party food,• Packaged in a box for convenient storage,• Store in the freezer until ready to prepare,• TGI Fridays offers a variety of appetizers such as buffalo style wings, potato skins, spinach artichoke dip, chicken bites, mozzarella sticks, jalapeno poppers and sliders that the whole family will enjoy,• SNAP & EBT eligible food item","Chicken Wing Sections, Water, Soybean Oil, Rice Flour, Modified Food Starch, Wheat Flour, Salt, Isolated Soy Protein, Sodium Phosphates, Corn Starch, Carrageenan, Soy Lecithin, Buffalo Style Sauce (vinegar, Aged Cayenne Peppers, Water, Salt, Natural Flavor, Modified Food Starch, Soybean Oil, Xanthan Gum, Guar Gum, Spice, Caramel Color, Extractives Of Paprika, Garlic Powder)","Preparation Instructions:,For Best Quality And Food Safety, Follow These Preparation Instructions:,Keep Frozen.,Cook Thoroughly.,Careful, Product Will Be Hot.,Follow Cooking Instructions To Make Sure The Wings Have Reached 165F As Measured By A Food Thermometer.,Adjustment To Cooking Times May Be Required Due To Variations In All Ovens.,Conventional Oven:,Preheat Oven To 450F.,Remove Frozen Chicken Wings From Package.,Place Chicken Wings In A Single Layer On A Baking Sheet. Use Aluminum Foil To Line The Sheet As Well As Cooking Spray To Prevent The Wings From Sticking.,Place Baking Sheet On The Center Rack Of Oven.,Bake For 9 Minutes.,Flip Chicken Over And Bake For An Additional 9 Minutes.,Allow Chicken To Stand For 1-2 Minutes.,Microwave Oven (1100 Watts):,Remove Frozen Wings From The Package And Put Them On A Microwave-Safe Plate.,Cook On High For 3 Minutes.,Flip The Wings Over And Cook For Another 3 Minutes On High Power.,Allow Wings To Stand For 1-2 Minutes.","Contains wheat, soy.",,,,,,
Bibigo Mini Wontons Chicken & Vegetable Dumplings,$9.79,$11.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bacb721b-52ed-401e-b91c-3a735f5dbb25.jpg 4x,"With every bite of bibigo Mini Wontons Chicken & Vegetable Dumplings you'll experience bold flavors rooted in Korean culinary traditions. Each wonton is filled with savory chicken with garlic, soy sauce and black pepper added, then combined with vegetables and packed into a thin wrapper. Fully cooked and ready to enjoy after being pan-fried for 5 minutes, these delicious wontons can be enjoyed as a sharable appetizer or as part of an easy dinner. Explore Korean cuisine right at home. Just heat 'em up to make life more delicious.","Filling: Chicken, Cabbage, Leek, Tofu (water, Soybeans, Calcium Sulfate, Glucono Delta Lactone, Magnesium Chloride), Green Onion, Onion, Oyster Flavored Sauce (water, Sugar, Salt, Oyster Extractives [oyster, Water, Salt], Modified Corn Starch, Caramel Color), Textured Soy Flour, Contains 2% Or Less Of Garlic, Sesame Oil, Soy Sauce (water, Soybeans, Wheat, Salt), Sugar, Yeast Extract, Salt, Seasoning (yeast Extract, Natural Flavor, Salt), Black Pepper, Wrapper: Enriched Wheat Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Water, Modified Food Starch, Contains 2% Or Less Of Wheat Gluten, Vegetable Oil, Salt","Heating Instructions: Pan Fry: Add enough vegetable oil to cover bottom of a small, non-stick frying pan and heat on medium heat. Add 9-13 frozen wontons and heat until golden brown, about 5 minutes. Serve. Boil: Add 9-13 frozen wontons to a pot of boiling water and heat for 1-2 minutes. Drain, remove excess water and serve. Wonton Soup: Bring chicken or vegetable broth to a boil, add frozen wontons and heat for 1-2 minutes. Add baby bok choy and green onion and season to taste. For an even more delicious meal, add udon or ramen noodles. Add 9-13 frozen wontons to a pot of boiling water and heat for 1-2 minutes. Drain, remove excess water and serve. Microwave: Bibigo Mini Wontons are fully cooked and ready to enjoy after microwaving. For best results, place the frozen wontons between wet paper towels on a microwave safe dish and heat on high for 1-2 minutes.","Contains: soy, sesame and wheat.",,,,,,
Yasso Frozen Greek Yogurt Bars Vanilla Chocolate Crunch Bars,,$9.79,,"Keep it real vanilla. Yasso Vanilla Chocolate Crunch bars are a twist on fan favorite flavors vanilla and chocolate and start with ridiculously creamy vanilla bean flavored Greek yogurt and ends with a decadent chocolatey shell that’s crunched up with quinoa crisps. It's time for your mouth to meet an icon in the making. And did we mention this bar has 25% Fewer Calories than the leading chocolate coated bar, per 2/3 cups, on average?! Get in on this creamy. Crave all this chocolatey. Check out this crunchery. All for 140 calories and 4g of protein per bar. Snack on that! Yasso has changed the frozen snack game from the inside, taking ice cream’s delicious reputation and making it better with incredibly creamy frozen Greek yogurt, and all the craveworthy flavors and fixings the freezer aisle can handle. So thanks for everything ice cream, but we’ll take it from here. If you’re looking for something that’s ridiculously creamy, insanely delicious and doesn’t leave you with all the guilt, Greek yogurt is the whole package. Don’t believe us, believe your tastebuds. We may have given ice cream a much needed freezer-lift, but we left all the great flavors, cookie dough chunks, fudgy swirls and chocolate chips totally un-messed with. Yasso. Ridiculously Better Snacks.,• A ridiculously creamy, crunchy, chocolatey-dipped ice cream-like experience made with Greek yogurt,• Yasso Vanilla Chocolate Crunch bars are made with ridiculously creamy vanilla bean flavored Greek yogurt and ends with a decadent chocolatey shell that’s crunched up with quinoa crisps,• 140 calories and 4g of protein per bar, with 25% fewer calories than the leading chocolate coated bar, per 2/3 cup,• Made with the goodness of greek yogurt, no artificial sweeteners, 100% snackable and made with crisped quinoa,• Love it or it's free. If you're not 1000% thrilled, contact us and we'll send your money back,• Keep frozen then thaw for 2 minutes before serving for maximum creaminess","Nonfat Milk, Milk Chocolate Flavored Coating (coconut Oil*, Sugar*, Cocoa Powder*, Nonfat Dry Milk, Whole Milk Powder, Chocolate Liquor*, Soybean Oil*, Soy Lecithin*, Vanilla Extract*), Sugar, Greek Yogurt (nonfat Milk, Milk Protein Concentrate, Cultures), Milk Protein Concentrate, Maltodextrin*, Cream, Crisp Quinoa*, Natural Flavor*, Guar Gum*, Locust Bean Gum*",Keep Frozen: Then Thaw For 2 Minutes Before Serving For Maximum Creaminess.,"Contains milk and soy. Processed in a facility that uses tree nuts, eggs, peanuts, and wheat.",Gluten Free,,,,,
Pepperidge Farm Frozen Sheets Pastry Dough,,$10.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2b6508b7-9ec5-4c24-91b2-945fb812b802.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8d186066-5670-42c4-b139-0f338b135e32.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_89ac06e0-086f-4da0-bc34-7b8cc8d7d5a2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6af09fab-a89f-4b78-9c52-d14c436935d3.jpg 4x","When you start with Pepperidge Farm Puff Pastry, you can create extraordinary dishes, both savory and sweet. Let your imagination take you to delicious places! Puff Pastry is made with the same basic ingredients as pie pastry, but the dough is folded multiple times to create dozens of layers. Pepperidge Farm Puff Pastry is ready to bake, so you can skip the work and still enjoy perfectly made golden, flaky pastry. Puff Pastry Sheets can be folded and shaped into many interesting and delicious designs. At Pepperidge Farm, baking is more than a job. It's a real passion. Each day, our bakers take the time to make every cookie, pastry, cracker, and loaf of bread the best way they know how - by using carefully selected, quality ingredients.","Enriched Wheat Flour (flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Vegetable Oils (palm, Soybean, Hydrogenated Cottonseed), Contains 2% Or Less Of: High Fructose Corn Syrup, Salt, Mono And Diglycerides, Soy Lecithin, Malted Barley Flour, Turmeric And Annatto Extracts For Color","Thawing Puff Pastry Sheets: That Time May Vary. Pastry Should Unfold Easily But Still Be Cold After Thawing. To Thaw At Room Temperature, Remove Pastry Sheet(S) From The Box And Outer Wrapping. Thaw Pastry Sheet(S) Until The Pastry Unfolds Easily, No More Than 40 Minutes. To Thaw In The Microwave, Remove 1 Pastry Sheet From The Box And Outer Wrapping And Wrap In A Paper Towel. Microwave On High For 15 Seconds. Turn The Pastry Sheet Over. Microwave For Another 15 Seconds. If Pastry Doesn’T Unfold Easily, Microwave For Another 5 Seconds On Each Side. Using Puff Pastry Sheets: Unfold Pastry On Lightly Floured Surface. Remove Parchment Paper. Roll, Shape, And Bake As Directed In Recipe. Helpful Hints: If Pastry Cracks When Unfolding, Sprinkle The Crack With Water And Press The Edges Together To Seal. If Thawed Pastry Sheets Become Warm And/Or Sticky After Thawing, Promptly Place In Freezer For 5 Minutes Or Refrigerator For 10 To 15 Minutes, Then Use In Recipe As Directed.","Contains: wheat, soy.",,,,,,
Klondike Ice Cream Sandwich Vanilla,,$11.69,,"The Klondike Classic Vanilla Ice Cream sandwich & frozen dessert is the perfect creation of a creamy vanilla ice cream sandwiched between two rich chocolate wafers. It’s simple, classic perfection that reminds you of the traditional vanilla ice cream sandwich you grew up loving. One bite, and you’ll be back in your summer memories of long, warm days, hanging out with family and friends, eating barbecue, and finishing off with a classic treat. The Klondike Ice Cream Sandwich is the ideal choice for any chocolate/vanilla craving, and it’ll never disappoint. If every sandwich tasted this incredible, figuring out what to have for lunch would be a lot easier. Take the time to treat yourself with this simple dessert and frozen treat. We know that life isn’t always as easy as it should be, so reward yourself for doing that thing you just did. Klondike supports you! You can enjoy a Klondike Classic Vanilla Frozen Dessert Sandwich as a snack or as a treat to help you relax. Discover your favorite Klondike frozen sandwich; there are three flavors for unlimited deliciousness. Each product is perfectly crafted to bring you a delicious combination of classic flavors you already love. Every Klondike Classic Vanilla Ice Cream Sandwich is made with high-quality milk and cream. Klondike Frozen Dessert Sandwiches are certified as a kosher ice cream product by KOF-K Kosher Supervision, one of the world's leading certification and supervision agencies.,• Klondike Classic Ice Cream Sandwich is a signature frozen dessert with creamy vanilla ice cream between two chocolate wafers,• Klondike Vanilla Ice Cream Sandwiches are made with high-quality milk and cream,• Klondike Sandwiches are certified kosher ice cream with no artificial growth hormones used on cows,• Klondike Classic Vanilla Ice Cream Sandwiches are perfect as a hearty snack, mid-day work break, or simple dessert and frozen treat for any special occasion,• This easy dessert is sold in 6-packs so you can share your Klondike Ice Cream Sandwiches with friends and family,• Klondike Ice Cream Sandwiches & Frozen Dairy Desserts also come in other flavors, like Oreo and Mrs. Fields Cookie","Nonfat Milk, Sugar, Bleached Wheat Flour, Corn Syrup, Cream, Corn Syrup Solids, Whey, Palm Oil, Caramel Color, Less Than 1% Of: Dextrose, Baking Soda, Cocoa, High Fructose Corn Syrup, Modified Corn Starch, Salt, Soy Lecithin, Mono And Diglycerides, Locust Bean Gum, Guar Gum, Natural And Artificial Flavor, Vitamin A Palmitate, Carrageenan",{},"Contains milk, soy and wheat.",,,,,,
"Birds Eye Steamfresh Carrots, Broccoli and Cauliflower Frozen Vegetables",,$3.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_938c3503-704c-4ad2-9f9e-db64c4c7af32.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aa1c1364-ee4b-42ed-8900-07843ced152e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fd9f5226-bb68-40a5-a4e9-92e07c994646.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1c7bd32f-66c1-43af-8f68-3d95ba413f0a.jpg 4x","Enjoy savory vegetables without the hassle when you have Birds Eye Carrots, Broccoli and Cauliflower. Carrots, broccoli and cauliflower make it easy for everyone to love their vegetables. These frozen mixed vegetables were specially selected and flash frozen, locking in fresh flavor and nutrients, to provide you and your family with high-quality frozen vegetables. This Birds Eye frozen vegetable mix dish is made with no artificial flavors, colors or preservatives for a delicious and convenient way to enjoy vegetable dishes and frozen sides without compromise. Serve the steamed vegetables as a side dish along with your favorite grilled meat, or add them to grain bowls, pasta dishes and salads as part of a main dish. Easily prepare the frozen side dish by microwaving in the bag for up to 6 minutes or by cooking on the stovetop for 10 to 11 minutes. Let stand for 1 minute before serving. Store this 10.8 ounce bag of steamable frozen vegetables in the freezer to maintain freshness until you are ready to enjoy. It's good to eat vegetables, so Birds Eye makes vegetables good to eat.,Vegetable medley","Carrots, Broccoli, Cauliflower","Microwave Instructions: Microwave ovens vary- adjust cooking times as needed to reach 165 degrees F as measured by a food thermometer taken in several spots. 1. Place frozen, unopened bag this side up, laying flat in microwave. Do not pierce bag. For microwaves with a metal rack, remove rack. 2. Microwave on high for the recommended cook time based on your microwave wattage. During cooking, the bag will slowly inflate. A special vent in the bag will allow the steam to escape and a whistling sound may be heard. 3. Let stand for 1 to 2 minutes before serving (stand time is important for food safety). Carefully handle bag at corners marked with the light blue tabs and remove from microwave with two hands. Hold bag over serving dish. Tear bag at notch. Pour, stir and enjoy! Microwave Cook Time: Wattage: 1200. Minutes: 4-1/2. Wattage: 1000. Minutes: 5. Wattage: 800. Minutes: 6. For microwave ovens less than 800 watts, please use stovetop cooking instructions. This side up. Lay flat when microwaving. Stove Top Instructions: 1. Empty frozen contents of bag into a 2-quart nonstick saucepan. Add 1/4 cup water. 2. Cover and cook over medium-high heat for 10 to 11 minutes, stirring occasionally. 3. Drain and serve. Cook thoroughly - see cooking instructions. For food safety & quality follow these instructions carefully: keep frozen do not thaw. Cook thoroughly to a temperature of 165 degrees F. Cook only one product at a time. Promptly refrigerate any leftovers. Reheat before serving. Caution! Product will be hot!,Keep frozen - do not thaw.,Tear here. Pick up here.",,,,,,,
Klondike Frozen Dairy Dessert Bars Reese's,$5.79,$7.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9a583a05-371c-46c1-a190-f7a8e5c8829e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d1b7b625-061b-41ae-a7ca-7553295f7efd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_87eac1d9-71b4-4335-a437-30edc2e61e19.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_986c7019-0387-4343-9c96-c6ccb480b0a2.png 4x","Reese's peanut butter cups join forces with Klondike bars to create the perfect frozen dessert for peanut butter ice cream lovers. Klondike Reese's frozen dairy dessert bars 6 ct have Reese's peanut butter flavor with Reese's Peanut Butter cup chunks, coated in our famous milk-chocolate flavored coating. All the peanut butter deliciousness you would expect from Reese’s, now in a tasty frozen treat. You know that it’s a Klondike frozen dessert bar when you open that silver foil and hear the “crack” as you bite into its chocolatey shell, which holds in all of that delicious goodness. This piece of stickless, bowl-and-spoonless perfection lets you enjoy the wonderful wonders of a simple dessert anytime, anywhere. Take the time to treat yourself with this frozen dairy dessert. We know that life isn’t always as easy as it should be, so reward yourself for doing that thing you just did. Klondike supports you! You can have Reese's Klondikes as a frozen snack, as a treat, to relax, or just have it to give your mouth some sweet satisfaction. Try Klondike frozen dairy dessert bars in 8 flavors, including our Original Bar made with vanilla ice cream, and our Reese's Mini Bars for unlimited deliciousness. They are all chocolatey, coated with milk and cream from American cows that are not treated with artificial growth hormones.,• We’re bringing you your favorite candy and frozen dessert bar-in-1 with our Klondike Reese's Bar,• This dessert has smooth Reese's flavor mixed with peanut butter cup chunks coated in our famous milk-chocolate flavored coating,• Klondike Reese’s Peanut Butter Dessert Bars are Kosher certified and made with no artificial growth hormones used on cows,• This delicious frozen dairy dessert comes in a 6-pack for that lets you share your Klondike Reese’s peanut butter bars with friends and family,• Klondike Bars are the perfect hearty snack, mid-day work break, or frozen dairy dessert for any special occasion,• So many Klondike frozen dessert options, from Bars to Sandwiches to Cones to Shakes, you can treat yourself to snack time, anytime","Nonfat Milk, Milk Chocolate Flavored Coating [sugar, Coconut Oil, Chocolate Liquor (processed With Alkali), Milk, Whey, Soybean Oil, Cocoa (processed With Alkali), Soy Lecithin, Artificial Flavor, Salt], Corn Syrup, Reese's® Peanut Butter Swirl [peanuts, Sugar, Peanut Oil, Dextrose, Salt, Tbhq (preservative)], Fructose, Coconut Oil, Less Than 2% Of: Whey, Mono And Diglycerides, Caramel (for Color), Tara Gum, Guar Gum, Locust Bean Gum",See Side Panel For Best If Used By Date.,"Contains milk, peanuts and soy.",,,,,,
Jimmy Dean Pancakes and Sausage on a Stick Original,$12.79,$13.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_51142489-98d6-4b19-aa4b-2a64492c677c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1eded0e1-3be4-4550-96d0-f944974e7f78.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a348a2ff-9721-41c1-8f58-5aba38015917.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5ba58f27-f642-4fe0-a729-641c2c70c56c.jpg 4x","Jimmy Dean Pancakes and Sausage on a Stick Frozen Breakfast is the deliciously perfect addition to your morning routine. This convenient kids breakfast features a savory sausage linked wrapped in a pancake batter covering. Made with pork and chicken, the original flavor in Jimmy Dean breakfast meals can't be found anywhere else. Keep frozen for ideal freshness., Wake Up to Yum: Start your morning off with a boost of happiness so good, you can taste it. Perfect for kids and busy parents alike, our Pancakes and Sausage on a Stick is made with our signature savory sausage and dipped in sweet pancake batter., Fun Family Breakfast: Made with real ingredients and packed with 6 grams of protein, our breakfast on a stick is as fun to eat as it is delicious - kids love them! Gather around the table and enjoy a delightful breakfast every morning., The Perfect Start to Every Morning: Ready in just minutes, our breakfast on a stick can conveniently be placed in the microwave and quickly heated—making it easy for kids to help prepare. Enjoy a delicious meal that helps keep the family fueled., Enjoy Just the Way You Want: Enjoy a tasty new way to eat a breakfast that can be dipped in maple syrup or enjoyed on its own. Ideal for early mornings, this car-friendly heat and eat meal makes it perfect for on-the-go., Signature Sausage Since 1969: Since day one, we have worked hard to produce quality food that tastes as fresh as a country morning; because we know that for a lot of folks, a good start is all you need for a great day.","Pancake Batter: Enriched Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Sugar, Soybean Oil, Dextrose, Salt, Leavening (sodium Acid Pyrophosphate, Sodium Bicarbonate), Artificial Flavor, Dried Egg Yolks, Soy Lecithin, Nonfat Dry Milk. Cooked In Vegetable Oil, Fully Cooked Maple Sausage Link: Pork, Mechanically Separated Chicken, Water, Sugar, Soy Protein Concentrate, Contains 2% Or Less: Salt, Dextrose, Pork Stock (pork Stock, Natural Flavor), Spices, Sodium Phosphate, Maltodextrin, Monosodium Glutamate, Natural & Artificial Flavors, Modified Food Starch, Caramel Color, Potassium Lactate, Maple Syrup Solids, Bht, Citric Acid, Sodium Diacetate","BAKE: ALWAYS FOLLOW HEATING INSTRUCTIONS. KEEP FROZEN UNTIL READY TO USE. Conventional OvenRemove from wrapper. Place on baking sheet and bake at 350°F for 18-20 minutes or until hot. CAUTION: PRODUCT WILL BE HOT! ENJOY!FOR CHILDREN UNDER 5 YEARS OF AGE: REMOVE STICK, CUT LENGTHWISE,THEN INTO SMALL PIECES. Microwave: ALWAYS FOLLOW HEATING INSTRUCTIONS. KEEP FROZEN UNTIL READY TO USE. Microwave OvenDirections were developed using 1100 watt microwave oven. Ovens vary; heat times may need to be adjusted. 1. Remove from wrapper and place on a microwave-safe plate. 2. Microwave on HIGH for 50-55 seconds or until hot. For compact or microwave ovens LOWER than 800 watts add 10-15 seconds, if needed. 3. Let stand in microwave for 1 minute before serving. CAUTION: PRODUCT WILL BE HOT! ENJOY!FOR CHILDREN UNDER 5 YEARS OF AGE: REMOVE STICK, CUT LENGTHWISE,THEN INTO SMALL PIECES.","Contains: egg, milk, soy, wheat.",,,,,,
"Simply Potatoes Hash Browns, Shredded",,$5.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e767049d-04fc-484c-b823-2d1249675e68.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_969aab1f-6c8f-4911-8df0-1f4ba75006c7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e41393fd-b02e-4946-8e30-540666884264.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3caac6c7-e401-421b-b78c-f49d241ac9b8.png 4x","We get it. Mornings get hectic. Let Simply Potatoes make breakfasts easy for you. Simply Potatoes Original Hash Browns contain the goodness of delicious pre-shredded potatoes that fry up to a crisp, golden brown every time. What's more, these are as deliciously easy as they are wholesome , so that you can enjoy perfect hash browns straight from the skillet in minutes and an extra cup of coffee! Breakfast isn’t the same without hash browns, right?","Potatoes, Dextrose, Contains 1/2% Or Less Of The Following: Disodium Pyrophosphate (added To Maintain Color), Potassium Sorbate And Sodium Bisulfite (added To Maintain Freshness).","Simple Steps to Delicious Potatoes: Heat 2 tbsp of vegetable oil in a skillet over medium heat. Add potatoes. Spread in an even layer and press down lightly with spatula. Divide into fourths. Cook 6-7 minutes or until golden brown on the bottom. Drizzle with additional 1 tbsp of vegetable oil. Turn potatoes over. Cook 6-8 minutes. Note: During cooking, potatoes must reach a temperature of 165 degrees F for 2 minutes. Do not eat until fully cooked.,Keep refrigerated. For best quality and cooking results, do not freeze.,After opening, store in an airtight container and use within 3 days.","For best quality and cooking results, do not freeze.",Gluten Free,,,,,
Toll House Mini Vanilla Chocolate Chip Cookie Sandwiches,,$9.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e020765a-150a-496f-ba5f-75065d7799f3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a4b6e5cf-f471-441d-9552-e440596b0099.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5340a48a-d001-4962-a73c-a0ef3c16f642.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7d211534-83bb-4652-987a-e91927b1a39a.jpg 4x","Nestle Toll House Mini Vanilla Sandwich Chocolate Chip Cookie Sandwiches are thick, chewy chocolate chip cookie stuffed with creamy vanilla. Thoughtful Portion™. These delicious treats are perfect for sharing with family, friends and a fun activity. A double whammy of deliciousness. 4 bags of 3 Mini Sandwiches per box. Great size to share, or eat the whole bag yourself!,• One 12-count box of Nestle Toll House Mini Vanilla Chocolate Chip Cookie Sandwiches,• These delicious treats are perfect for sharing with family, friends and a fun activity,• Nestle Chocolate Chip Cookie Sandwiches pair chewy Toll House cookies with creamy vanilla frozen dairy dessert for a sweet snack or dessert,• Nestle Toll House has made rich, chewy, and chocolatey family-favorite cookies and desserts since 1939,• Since 1939, Nestle Toll House desserts have been providing dessert lovers with America’s favorite cookies","Chocolate Chip Cookies (enriched Wheat Flour [wheat Flour, Niacin, Reduced Iron, Thiamine, Riboflavin, Folic Acid], Palm Oil, Sugar, Chocolate Chips [sugar, Chocolate, Cocoa Butter, Dextrose, Soy Lecithin, Natural Flavor], Brown Sugar, Dextrose, Salt, Leavenings [ammonium Bicarbonate, Baking Soda, Sodium Acid Pyrophosphate], Natural Flavor), Dairy Product Solids, Skim Milk, Sugar, Corn Syrup, Cream, Coconut Oil, Maltodextrin, Propylene Glycol Monostearate, Cellulose Gel, Guar Gum, Monoglycerides, Carob Bean Gum, Cellulose Gum, Natural Flavor.",Keep frozen until served.,"Contains: wheat, milk and soy ingredients.",,,,,,
